,LAENGE_LAENGSTES_WORT,ID
13460,14,2106
13461,14,2106
13462,14,2106
13463,14,2106
13464,12,815088
13465,12,815088
13466,14,391720
13467,13,1658764
13468,17,50617
13469,17,50617
13470,17,50617
13471,17,50617
13472,17,50617
13473,10,39967
13474,10,39967
13475,10,39967
13476,10,39967
13477,10,39967
13478,10,39967
13479,10,39967
13480,10,39967
13481,10,39967
13482,10,39967
13483,10,39967
13484,10,39967
13485,10,39967
13486,10,39967
13487,10,39967
13488,10,39967
13489,10,39967
13490,10,39967
13491,10,39967
13492,17,437093
13493,17,437093
13494,17,437093
13495,17,437093
13496,17,437093
13497,17,437093
13498,17,437093
13499,11,1625515
13500,11,1625515
13501,11,1625515
13502,11,1625515
13503,11,1625515
13504,11,1625515
13505,11,1625515
13506,14,26037
13507,14,26037
13508,14,26037
13509,14,26037
13510,12,359172
13511,12,359172
13512,12,359172
13513,12,359172
13514,12,359172
13515,12,359172
13516,12,111418
13517,12,111418
13518,14,1323715
13519,14,1323715
13520,14,160639
13521,14,160639
13522,14,160639
13523,14,160639
13524,14,160639
13525,14,160639
13526,14,160639
13527,14,160639
13528,14,160639
13529,12,3880
13530,12,3880
13531,12,3880
13532,12,3880
13533,12,3880
13534,12,3880
13535,12,3880
13536,12,3880
13537,12,3880
13538,12,3880
13539,12,3880
13540,12,3880
13541,12,3880
13542,12,3880
13543,11,338233
13544,11,338233
13545,11,338233
13546,17,1619865
13547,24,1716964
13548,10,35233
13549,10,35233
13550,10,35233
13551,10,35233
13552,10,35233
13553,13,99288
13554,13,99288
13555,13,3898
13556,13,3898
13557,13,3898
13558,13,3898
13559,13,3898
13560,13,3898
13561,13,3898
13562,13,3898
13563,13,3898
13564,16,4003
13565,16,4003
13566,16,4003
13567,16,4003
13568,16,4003
13569,16,4003
13570,16,4003
13571,16,4003
13572,15,4710
13573,15,4710
13574,15,4710
13575,15,1750450
13576,15,1750450
13577,15,1750450
13578,15,1750450
13579,15,1750450
13580,10,237234
13581,12,111527
13582,14,1299139
13583,14,1299139
13584,14,1299139
13585,14,1299139
13586,14,1299139
13587,14,1299139
13588,14,1299139
13589,20,21162
13590,11,203333
13591,11,203333
13592,11,203333
13593,22,7329
13594,22,7329
13595,22,7329
13596,22,7329
13597,22,7329
13598,22,7329
13599,22,7329
13600,22,7329
13601,22,7329
13602,22,7329
13603,22,7329
13604,22,7329
13605,22,7329
13606,22,7329
13607,22,7329
13608,22,7329
13609,14,1750452
13610,16,571371
13611,16,571371
13612,16,571371
13613,16,571371
13614,16,571371
13615,16,571371
13616,16,571371
13617,16,571371
13618,16,571371
13619,16,571371
13620,16,571371
13621,16,571371
13622,16,571371
13623,16,571371
13624,16,571371
13625,16,571371
13626,16,571371
13627,16,571371
13628,16,571371
13629,16,571371
13630,16,571371
13631,16,571371
13632,16,571371
13633,16,571371
13634,16,571371
13635,16,571371
13636,16,571371
13637,16,571371
13638,16,571371
13639,16,571371
13640,16,571371
13641,13,1101415
13642,11,34925
13643,11,34925
13644,11,34925
13645,11,99191
13646,11,99191
13647,11,99191
13648,13,907313
13649,13,907313
13650,13,907313
13651,13,907313
13652,13,977738
13653,13,977738
13654,13,977738
13655,13,977738
13656,13,977738
13657,13,977738
13658,13,977738
13659,13,977738
13660,13,977738
13661,13,977738
13662,13,977738
13663,13,977738
13664,13,977738
13665,13,977738
13666,13,977738
13667,13,977738
13668,13,977738
13669,13,977738
13670,13,977738
13671,13,977738
13672,13,977738
13673,13,977738
13674,13,977738
13675,13,977738
13676,13,977738
13677,13,977738
13678,13,977738
13679,13,977738
13680,13,977738
13681,13,977738
13682,13,977738
13683,13,977738
13684,13,977738
13685,13,977738
13686,13,977738
13687,13,977738
13688,13,977738
13689,13,977738
13690,13,977738
13691,13,977738
13692,13,977738
13693,13,977738
13694,13,977738
13695,13,977738
13696,13,977738
13697,15,25997
13698,15,25997
13699,15,25997
13700,15,25997
13701,15,25997
13702,15,25997
13703,15,25997
13704,15,25997
13705,15,25997
13706,15,25997
13707,15,25997
13708,16,1762181
13709,16,1762181
13710,16,1762181
13711,16,1762181
13712,16,1762181
13713,15,243453
13714,15,243453
13715,15,243453
13716,15,243453
13717,15,243453
13718,15,243453
13719,12,3456
13720,12,3456
13721,12,3456
13722,12,3456
13723,12,3456
13724,12,3456
13725,12,3456
13726,12,3456
13727,12,3456
13728,12,3456
13729,12,3456
13730,12,3456
13731,12,3456
13732,12,3456
13733,12,3456
13734,12,3456
13735,12,3456
13736,12,3456
13737,12,3456
13738,12,3456
13739,12,3456
13740,12,3456
13741,12,3456
13742,10,3499
13743,10,3499
13744,10,3499
13745,10,3499
13746,10,3499
13747,10,3499
13748,10,3499
13749,10,3499
13750,10,3499
13751,10,924071
13752,10,924071
13753,10,924071
13754,10,924071
13755,13,8704
13756,13,8704
13757,13,8704
13758,13,8704
13759,13,8704
13760,13,8704
13761,13,8704
13762,13,8704
13763,13,8704
13764,13,8704
13765,13,2152
13766,13,2152
13767,13,2152
13768,13,2152
13769,13,2152
13770,13,2152
13771,13,2152
13772,13,2152
13773,13,2152
13774,13,2152
13775,13,2152
13776,13,2152
13777,14,1193638
13778,14,1193638
13779,14,1193638
13780,14,1193638
13781,14,1193638
13782,14,1193638
13783,14,1193638
13784,14,1193638
13785,14,1193638
13786,14,1193638
13787,14,1193638
13788,14,1193638
13789,14,1193638
13790,14,1193638
13791,14,1193638
13792,14,1193638
13793,14,1193638
13794,14,1193638
13795,14,1193638
13796,14,1193638
13797,14,1193638
13798,16,4855
13799,16,4855
13800,16,4855
13801,16,4855
13802,16,4855
13803,16,4855
13804,16,4855
13805,16,4855
13806,16,4855
13807,16,4855
13808,16,4855
13809,16,4855
13810,20,1584732
13811,20,1584732
13812,20,1584732
13813,20,1584732
13814,20,1584732
13815,20,1584732
13816,20,1584732
13817,20,1584732
13818,20,1584732
13819,20,1584732
13820,17,3698
13821,17,3698
13822,17,3698
13823,17,3698
13824,17,3698
13825,17,3698
13826,17,3698
13827,17,3698
13828,11,868933
13829,14,1248590
13830,13,1031663
13831,11,609589
13832,11,23935
13833,11,23935
13834,11,23935
13835,11,23935
13836,11,23935
13837,11,23935
13838,11,23935
13839,9,192840
13840,9,192840
13841,13,1279350
13842,14,476899
13843,14,476899
13844,20,287558
13845,17,1318914
13846,13,1379632
13847,14,1063106
13848,15,665422
13849,12,136740
13850,12,136740
13851,12,136740
13852,13,574251
13853,13,574251
13854,13,574251
13855,13,574251
13856,13,574251
13857,13,574251
13858,13,574251
13859,13,574251
13860,13,574251
13861,13,574251
13862,13,574251
13863,13,574251
13864,13,574251
13865,13,574251
13866,13,574251
13867,13,574251
13868,13,574251
13869,13,574251
13870,13,574251
13871,13,574251
13872,13,574251
13873,13,574251
13874,13,574251
