,ID,DATUM_VON,DATUM_BIS,DAUER,JAHR,MONAT
20138,1997432,2020-06-05,2020-06-11,6,2020,6
20150,1997432,2020-11-20,2020-11-26,6,2020,11
20145,1997432,2021-02-05,2021-02-11,6,2021,2
20151,1997432,2020-11-13,2020-11-19,6,2020,11
20153,1997432,2020-10-30,2020-11-05,6,2020,11
20154,1997432,2020-10-23,2020-10-29,6,2020,10
20155,1997432,2020-10-16,2020-10-22,6,2020,10
20156,1997432,2020-10-09,2020-10-15,6,2020,10
20157,1997432,2020-10-02,2020-10-08,6,2020,10
20158,1997432,2020-09-25,2020-10-01,6,2020,10
20159,1997432,2020-09-18,2020-09-24,6,2020,9
20160,1997432,2020-09-11,2020-09-17,6,2020,9
20161,1997432,2020-09-04,2020-09-10,6,2020,9
20162,1997432,2020-08-28,2020-09-03,6,2020,9
20163,1997432,2020-08-21,2020-08-27,6,2020,8
20164,1997432,2020-08-14,2020-08-20,6,2020,8
20152,1997432,2020-11-06,2020-11-12,6,2020,11
20144,1997432,2020-05-08,2020-05-14,6,2020,5
1322,1997628,2020-06-26,2020-07-02,6,2020,7
1323,1997628,2020-06-19,2020-06-25,6,2020,6
1321,1997628,2020-05-08,2020-05-14,6,2020,5
1319,1997628,2020-05-22,2020-05-28,6,2020,5
1318,1997628,2020-05-29,2020-06-04,6,2020,6
1317,1997628,2020-06-05,2020-06-11,6,2020,6
1324,1997628,2020-06-12,2020-06-18,6,2020,6
1320,1997628,2020-05-15,2020-05-21,6,2020,5
20114,1997890,2020-05-29,2020-06-04,6,2020,6
20115,1997890,2020-05-22,2020-05-28,6,2020,5
20116,1997890,2020-05-15,2020-05-21,6,2020,5
20117,1997890,2020-05-08,2020-05-14,6,2020,5
20137,1999502,2020-05-08,2020-05-14,6,2020,5
20136,1999502,2020-05-15,2020-05-21,6,2020,5
20133,2000432,2020-05-22,2020-05-28,6,2020,5
20132,2000432,2020-05-29,2020-06-04,6,2020,6
20135,2000432,2020-05-08,2020-05-14,6,2020,5
20134,2000432,2020-05-15,2020-05-21,6,2020,5
20264,2000662,2020-05-15,2020-05-21,6,2020,5
20282,2001468,2020-06-26,2020-07-02,6,2020,7
20281,2001468,2020-07-10,2020-07-16,6,2020,7
20280,2001468,2020-07-17,2020-07-23,6,2020,7
20279,2001468,2020-07-24,2020-07-30,6,2020,7
20278,2001468,2020-07-31,2020-08-06,6,2020,8
20283,2001468,2020-06-19,2020-06-25,6,2020,6
20276,2001468,2020-08-14,2020-08-20,6,2020,8
20275,2001468,2020-08-21,2020-08-27,6,2020,8
20274,2001468,2020-08-28,2020-09-03,6,2020,9
20277,2001468,2020-08-07,2020-08-13,6,2020,8
20284,2001468,2020-06-12,2020-06-18,6,2020,6
20272,2001468,2020-09-11,2020-09-17,6,2020,9
20262,2001468,2020-05-15,2020-05-21,6,2020,5
20261,2001468,2020-05-22,2020-05-28,6,2020,5
20260,2001468,2020-05-29,2020-06-04,6,2020,6
20259,2001468,2020-06-05,2020-06-11,6,2020,6
20273,2001468,2020-09-04,2020-09-10,6,2020,9
21635,2001490,2020-05-08,2020-05-14,6,2020,5
20285,2003957,2020-05-29,2020-06-04,6,2020,6
20286,2003957,2020-05-22,2020-05-28,6,2020,5
20287,2003957,2020-05-15,2020-05-21,6,2020,5
20292,2004428,2020-05-22,2020-05-28,6,2020,5
20291,2004428,2020-05-29,2020-06-04,6,2020,6
20290,2004428,2020-06-05,2020-06-11,6,2020,6
21644,2004439,2020-05-22,2020-05-28,6,2020,5
20293,2004554,2020-05-29,2020-06-04,6,2020,6
20294,2004554,2020-05-22,2020-05-28,6,2020,5
20288,2004993,2020-05-15,2020-05-21,6,2020,5
20289,2004994,2020-05-15,2020-05-21,6,2020,5
22760,2008047,2020-05-29,2020-06-04,6,2020,6
22759,2008047,2020-06-05,2020-06-11,6,2020,6
22761,2008047,2020-05-22,2020-05-28,6,2020,5
20253,2008856,2020-05-29,2020-06-04,6,2020,6
22754,2009265,2020-07-17,2020-07-23,6,2020,7
22756,2009265,2020-06-26,2020-07-02,6,2020,7
22755,2009265,2020-07-10,2020-07-16,6,2020,7
22753,2009265,2020-07-24,2020-07-30,6,2020,7
22752,2009265,2020-07-31,2020-08-06,6,2020,8
22751,2009265,2020-08-07,2020-08-13,6,2020,8
22750,2009265,2020-08-14,2020-08-20,6,2020,8
22749,2009265,2020-08-21,2020-08-27,6,2020,8
22757,2009265,2020-06-19,2020-06-25,6,2020,6
20269,2009265,2020-09-11,2020-09-17,6,2020,9
20267,2009265,2020-05-22,2020-05-28,6,2020,5
20266,2009265,2020-05-29,2020-06-04,6,2020,6
20265,2009265,2020-06-05,2020-06-11,6,2020,6
20270,2009265,2020-09-04,2020-09-10,6,2020,9
20271,2009265,2020-08-28,2020-09-03,6,2020,9
20268,2009265,2020-09-18,2020-09-24,6,2020,9
22758,2009265,2020-06-12,2020-06-18,6,2020,6
20176,2009273,2020-06-05,2020-06-11,6,2020,6
20179,2009273,2020-06-12,2020-06-18,6,2020,6
20178,2009273,2020-06-19,2020-06-25,6,2020,6
20177,2009273,2020-05-29,2020-06-04,6,2020,6
20295,2009331,2020-06-05,2020-06-11,6,2020,6
20297,2009331,2020-09-25,2020-10-01,6,2020,10
20296,2009331,2020-05-29,2020-06-04,6,2020,6
20298,2009331,2020-09-18,2020-09-24,6,2020,9
20299,2009331,2020-07-24,2020-07-30,6,2020,7
20304,2009331,2020-06-12,2020-06-18,6,2020,6
20303,2009331,2020-06-19,2020-06-25,6,2020,6
20300,2009331,2020-07-17,2020-07-23,6,2020,7
20302,2009331,2020-06-26,2020-07-02,6,2020,7
20301,2009331,2020-07-10,2020-07-16,6,2020,7
20308,2010295,2020-05-29,2020-06-04,6,2020,6
20306,2010996,2020-05-29,2020-06-04,6,2020,6
20305,2010996,2020-06-05,2020-06-11,6,2020,6
21751,2011599,2020-07-10,2020-07-16,6,2020,7
21752,2011599,2020-06-26,2020-07-02,6,2020,7
21753,2011599,2020-06-19,2020-06-25,6,2020,6
21754,2011599,2020-06-12,2020-06-18,6,2020,6
21750,2011599,2020-06-05,2020-06-11,6,2020,6
20355,2011805,2020-06-05,2020-06-11,6,2020,6
20352,2011859,2020-06-12,2020-06-18,6,2020,6
20351,2011859,2020-06-19,2020-06-25,6,2020,6
20350,2011859,2020-06-26,2020-07-02,6,2020,7
20349,2011859,2020-07-10,2020-07-16,6,2020,7
20346,2011859,2020-07-31,2020-08-06,6,2020,8
20347,2011859,2020-07-24,2020-07-30,6,2020,7
20345,2011859,2020-08-07,2020-08-13,6,2020,8
20344,2011859,2020-06-05,2020-06-11,6,2020,6
20348,2011859,2020-07-17,2020-07-23,6,2020,7
20357,2012571,2020-06-05,2020-06-11,6,2020,6
20354,2012572,2020-06-12,2020-06-18,6,2020,6
20353,2012572,2020-06-05,2020-06-11,6,2020,6
20307,2012573,2020-05-29,2020-06-04,6,2020,6
20337,2013520,2020-06-05,2020-06-11,6,2020,6
20338,2013520,2020-06-19,2020-06-25,6,2020,6
20339,2013520,2020-06-12,2020-06-18,6,2020,6
20365,2015314,2020-07-24,2020-07-30,6,2020,7
20366,2015314,2020-07-17,2020-07-23,6,2020,7
20367,2015314,2020-07-10,2020-07-16,6,2020,7
20368,2015314,2020-06-26,2020-07-02,6,2020,7
20369,2015314,2020-06-19,2020-06-25,6,2020,6
20360,2015314,2020-08-28,2020-09-03,6,2020,9
20364,2015314,2020-07-31,2020-08-06,6,2020,8
20363,2015314,2020-08-07,2020-08-13,6,2020,8
20362,2015314,2020-08-14,2020-08-20,6,2020,8
20361,2015314,2020-08-21,2020-08-27,6,2020,8
20359,2015314,2020-09-04,2020-09-10,6,2020,9
20370,2015314,2020-06-12,2020-06-18,6,2020,6
20378,2015439,2020-06-12,2020-06-18,6,2020,6
20376,2015439,2020-06-26,2020-07-02,6,2020,7
20377,2015439,2020-06-19,2020-06-25,6,2020,6
20325,2015609,2020-07-17,2020-07-23,6,2020,7
20310,2015609,2020-10-30,2020-11-05,6,2020,11
20318,2015609,2020-09-04,2020-09-10,6,2020,9
20327,2015609,2020-06-26,2020-07-02,6,2020,7
20309,2015609,2020-06-05,2020-06-11,6,2020,6
20326,2015609,2020-07-10,2020-07-16,6,2020,7
20324,2015609,2020-07-24,2020-07-30,6,2020,7
20321,2015609,2020-08-14,2020-08-20,6,2020,8
20311,2015609,2020-10-23,2020-10-29,6,2020,10
20322,2015609,2020-08-07,2020-08-13,6,2020,8
20319,2015609,2020-08-28,2020-09-03,6,2020,9
20312,2015609,2020-10-16,2020-10-22,6,2020,10
20314,2015609,2020-10-02,2020-10-08,6,2020,10
20320,2015609,2020-08-21,2020-08-27,6,2020,8
20315,2015609,2020-09-25,2020-10-01,6,2020,10
20317,2015609,2020-09-11,2020-09-17,6,2020,9
20323,2015609,2020-07-31,2020-08-06,6,2020,8
20313,2015609,2020-10-09,2020-10-15,6,2020,10
20316,2015609,2020-09-18,2020-09-24,6,2020,9
20329,2015609,2020-06-12,2020-06-18,6,2020,6
20328,2015609,2020-06-19,2020-06-25,6,2020,6
20332,2015610,2020-07-17,2020-07-23,6,2020,7
20336,2015610,2020-06-12,2020-06-18,6,2020,6
20330,2015610,2020-06-05,2020-06-11,6,2020,6
20333,2015610,2020-07-10,2020-07-16,6,2020,7
20334,2015610,2020-06-26,2020-07-02,6,2020,7
20331,2015610,2020-07-24,2020-07-30,6,2020,7
20335,2015610,2020-06-19,2020-06-25,6,2020,6
20340,2015659,2020-06-05,2020-06-11,6,2020,6
20341,2015659,2020-06-26,2020-07-02,6,2020,7
20343,2015659,2020-06-12,2020-06-18,6,2020,6
20342,2015659,2020-06-19,2020-06-25,6,2020,6
20356,2015918,2020-06-05,2020-06-11,6,2020,6
20373,2018043,2020-06-26,2020-07-02,6,2020,7
20374,2018043,2020-06-19,2020-06-25,6,2020,6
20375,2018043,2020-06-12,2020-06-18,6,2020,6
20372,2018043,2020-07-10,2020-07-16,6,2020,7
20379,2018044,2020-06-12,2020-06-18,6,2020,6
20380,2018517,2020-06-19,2020-06-25,6,2020,6
20258,2018824,2020-06-12,2020-06-18,6,2020,6
20371,2018825,2020-06-12,2020-06-18,6,2020,6
20382,2024524,2020-06-19,2020-06-25,6,2020,6
20381,2024564,2020-06-19,2020-06-25,6,2020,6
20412,2024701,2020-07-10,2020-07-16,6,2020,7
20406,2024701,2020-09-25,2020-10-01,6,2020,10
20411,2024701,2020-07-17,2020-07-23,6,2020,7
20407,2024701,2020-09-18,2020-09-24,6,2020,9
20413,2024701,2020-06-26,2020-07-02,6,2020,7
20409,2024701,2020-07-31,2020-08-06,6,2020,8
20408,2024701,2020-08-07,2020-08-13,6,2020,8
20410,2024701,2020-07-24,2020-07-30,6,2020,7
20405,2024746,2020-06-26,2020-07-02,6,2020,7
20418,2024748,2020-06-26,2020-07-02,6,2020,7
21604,2024889,2020-06-26,2020-07-02,6,2020,7
2287,2024986,2020-06-26,2020-07-02,6,2020,7
20456,2025133,2020-07-10,2020-07-16,6,2020,7
20455,2025133,2020-07-17,2020-07-23,6,2020,7
20453,2025133,2020-07-31,2020-08-06,6,2020,8
20454,2025133,2020-07-24,2020-07-30,6,2020,7
21615,2026074,2020-07-17,2020-07-23,6,2020,7
21614,2026074,2020-07-24,2020-07-30,6,2020,7
21616,2026074,2020-07-10,2020-07-16,6,2020,7
21617,2026074,2020-06-26,2020-07-02,6,2020,7
21613,2026074,2020-07-31,2020-08-06,6,2020,8
20414,2026335,2020-06-26,2020-07-02,6,2020,7
21619,2026349,2020-06-26,2020-07-02,6,2020,7
20415,2027414,2020-07-17,2020-07-23,6,2020,7
20416,2027414,2020-07-10,2020-07-16,6,2020,7
20417,2027414,2020-06-26,2020-07-02,6,2020,7
18343,2027415,2020-06-26,2020-07-02,6,2020,7
20444,2028582,2020-07-17,2020-07-23,6,2020,7
20443,2028582,2020-07-24,2020-07-30,6,2020,7
20442,2028582,2020-07-31,2020-08-06,6,2020,8
20441,2028582,2020-08-07,2020-08-13,6,2020,8
20440,2028582,2020-08-14,2020-08-20,6,2020,8
20439,2028582,2020-08-21,2020-08-27,6,2020,8
20445,2028582,2020-07-10,2020-07-16,6,2020,7
20421,2032142,2020-11-06,2020-11-12,6,2020,11
20422,2032142,2020-10-30,2020-11-05,6,2020,11
20420,2032142,2020-11-13,2020-11-19,6,2020,11
20419,2032142,2020-11-20,2020-11-26,6,2020,11
20423,2032142,2020-10-23,2020-10-29,6,2020,10
20434,2032142,2020-08-07,2020-08-13,6,2020,8
20438,2032142,2020-07-10,2020-07-16,6,2020,7
20426,2032142,2020-10-02,2020-10-08,6,2020,10
20437,2032142,2020-07-17,2020-07-23,6,2020,7
20427,2032142,2020-09-25,2020-10-01,6,2020,10
20425,2032142,2020-10-09,2020-10-15,6,2020,10
20429,2032142,2020-09-11,2020-09-17,6,2020,9
20428,2032142,2020-09-18,2020-09-24,6,2020,9
20435,2032142,2020-07-31,2020-08-06,6,2020,8
20433,2032142,2020-08-14,2020-08-20,6,2020,8
20432,2032142,2020-08-21,2020-08-27,6,2020,8
20431,2032142,2020-08-28,2020-09-03,6,2020,9
20430,2032142,2020-09-04,2020-09-10,6,2020,9
20436,2032142,2020-07-24,2020-07-30,6,2020,7
20424,2032142,2020-10-16,2020-10-22,6,2020,10
20460,2032626,2020-08-21,2020-08-27,6,2020,8
20461,2032626,2020-08-14,2020-08-20,6,2020,8
20462,2032626,2020-08-07,2020-08-13,6,2020,8
20463,2032626,2020-07-31,2020-08-06,6,2020,8
20464,2032626,2020-07-24,2020-07-30,6,2020,7
20459,2032626,2020-08-28,2020-09-03,6,2020,9
20465,2032626,2020-07-17,2020-07-23,6,2020,7
20447,2033349,2020-07-10,2020-07-16,6,2020,7
20446,2033349,2020-07-17,2020-07-23,6,2020,7
20451,2035137,2020-07-17,2020-07-23,6,2020,7
20452,2035137,2020-07-10,2020-07-16,6,2020,7
20457,2035138,2020-07-10,2020-07-16,6,2020,7
20458,2035139,2020-07-10,2020-07-16,6,2020,7
20473,2035147,2020-07-31,2020-08-06,6,2020,8
20474,2035147,2020-07-24,2020-07-30,6,2020,7
20475,2035147,2020-07-17,2020-07-23,6,2020,7
20471,2035232,2020-07-24,2020-07-30,6,2020,7
20472,2035232,2020-07-17,2020-07-23,6,2020,7
20469,2035232,2020-08-07,2020-08-13,6,2020,8
20468,2035232,2020-08-14,2020-08-20,6,2020,8
20470,2035232,2020-07-31,2020-08-06,6,2020,8
20466,2035232,2020-10-02,2020-10-08,6,2020,10
20467,2035232,2020-08-21,2020-08-27,6,2020,8
21716,2035927,2020-07-31,2020-08-06,6,2020,8
21710,2035927,2020-09-11,2020-09-17,6,2020,9
21711,2035927,2020-09-04,2020-09-10,6,2020,9
21712,2035927,2020-08-28,2020-09-03,6,2020,9
21713,2035927,2020-08-21,2020-08-27,6,2020,8
21714,2035927,2020-08-14,2020-08-20,6,2020,8
21715,2035927,2020-08-07,2020-08-13,6,2020,8
21709,2035927,2020-09-18,2020-09-24,6,2020,9
20510,2035929,2020-09-11,2020-09-17,6,2020,9
20511,2035929,2020-09-04,2020-09-10,6,2020,9
20512,2035929,2020-08-28,2020-09-03,6,2020,9
20513,2035929,2020-08-21,2020-08-27,6,2020,8
20514,2035929,2020-08-14,2020-08-20,6,2020,8
20515,2035929,2020-08-07,2020-08-13,6,2020,8
21645,2037926,2020-08-07,2020-08-13,6,2020,8
21647,2037926,2020-07-24,2020-07-30,6,2020,7
21646,2037926,2020-07-31,2020-08-06,6,2020,8
21643,2037963,2020-07-17,2020-07-23,6,2020,7
8435,2038585,2020-08-21,2020-08-27,6,2020,8
8437,2038585,2020-08-07,2020-08-13,6,2020,8
8438,2038585,2020-07-31,2020-08-06,6,2020,8
8434,2038585,2020-08-28,2020-09-03,6,2020,9
8439,2038585,2020-07-24,2020-07-30,6,2020,7
8436,2038585,2020-08-14,2020-08-20,6,2020,8
20480,2039949,2020-07-31,2020-08-06,6,2020,8
20481,2039949,2020-07-24,2020-07-30,6,2020,7
20509,2040192,2020-07-31,2020-08-06,6,2020,8
20489,2041416,2020-08-21,2020-08-27,6,2020,8
20488,2041416,2020-08-28,2020-09-03,6,2020,9
20487,2041416,2020-09-04,2020-09-10,6,2020,9
20486,2041416,2020-09-11,2020-09-17,6,2020,9
20485,2041416,2020-09-18,2020-09-24,6,2020,9
20483,2041416,2020-10-02,2020-10-08,6,2020,10
20490,2041416,2020-08-14,2020-08-20,6,2020,8
20484,2041416,2020-09-25,2020-10-01,6,2020,10
20492,2041416,2020-07-31,2020-08-06,6,2020,8
20491,2041416,2020-08-07,2020-08-13,6,2020,8
20500,2041430,2020-07-31,2020-08-06,6,2020,8
20497,2041430,2020-08-21,2020-08-27,6,2020,8
20498,2041430,2020-08-14,2020-08-20,6,2020,8
20499,2041430,2020-08-07,2020-08-13,6,2020,8
20508,2041448,2020-07-31,2020-08-06,6,2020,8
20507,2041832,2020-07-31,2020-08-06,6,2020,8
20506,2041832,2020-08-07,2020-08-13,6,2020,8
20502,2041832,2020-09-04,2020-09-10,6,2020,9
20505,2041832,2020-08-14,2020-08-20,6,2020,8
20503,2041832,2020-08-28,2020-09-03,6,2020,9
20504,2041832,2020-08-21,2020-08-27,6,2020,8
20494,2044322,2020-08-14,2020-08-20,6,2020,8
20493,2044322,2020-08-21,2020-08-27,6,2020,8
20496,2044322,2020-07-31,2020-08-06,6,2020,8
20495,2044322,2020-08-07,2020-08-13,6,2020,8
20501,2044323,2020-07-31,2020-08-06,6,2020,8
10522,2044324,2020-07-31,2020-08-06,6,2020,8
20524,2044526,2020-08-28,2020-09-03,6,2020,9
20525,2044526,2020-08-21,2020-08-27,6,2020,8
20526,2044526,2020-08-14,2020-08-20,6,2020,8
20527,2044526,2020-08-07,2020-08-13,6,2020,8
20528,2044529,2020-08-07,2020-08-13,6,2020,8
20563,2047794,2020-08-14,2020-08-20,6,2020,8
20553,2047862,2020-10-16,2020-10-22,6,2020,10
20561,2047862,2020-08-21,2020-08-27,6,2020,8
20552,2047862,2020-10-23,2020-10-29,6,2020,10
20559,2047862,2020-09-04,2020-09-10,6,2020,9
20551,2047862,2020-10-30,2020-11-05,6,2020,11
20550,2047862,2020-11-06,2020-11-12,6,2020,11
20549,2047862,2021-02-26,2021-03-04,6,2021,3
20560,2047862,2020-08-28,2020-09-03,6,2020,9
20554,2047862,2020-10-09,2020-10-15,6,2020,10
20555,2047862,2020-10-02,2020-10-08,6,2020,10
20562,2047862,2020-08-14,2020-08-20,6,2020,8
20558,2047862,2020-09-11,2020-09-17,6,2020,9
20557,2047862,2020-09-18,2020-09-24,6,2020,9
20556,2047862,2020-09-25,2020-10-01,6,2020,10
20520,2049003,2020-08-28,2020-09-03,6,2020,9
20516,2049003,2020-09-25,2020-10-01,6,2020,10
20517,2049003,2020-09-18,2020-09-24,6,2020,9
20518,2049003,2020-09-11,2020-09-17,6,2020,9
20523,2049003,2020-08-07,2020-08-13,6,2020,8
20522,2049003,2020-08-14,2020-08-20,6,2020,8
20519,2049003,2020-09-04,2020-09-10,6,2020,9
20521,2049003,2020-08-21,2020-08-27,6,2020,8
20529,2049004,2020-08-14,2020-08-20,6,2020,8
20530,2049004,2020-08-07,2020-08-13,6,2020,8
20547,2049059,2020-08-21,2020-08-27,6,2020,8
20548,2049059,2020-08-14,2020-08-20,6,2020,8
20585,2050465,2020-08-28,2020-09-03,6,2020,9
20546,2050603,2020-08-14,2020-08-20,6,2020,8
20545,2050603,2020-08-21,2020-08-27,6,2020,8
20544,2050603,2020-08-28,2020-09-03,6,2020,9
20543,2050603,2020-09-04,2020-09-10,6,2020,9
20542,2050603,2020-09-11,2020-09-17,6,2020,9
20541,2050603,2020-09-18,2020-09-24,6,2020,9
20540,2050603,2020-09-25,2020-10-01,6,2020,10
20539,2050603,2020-10-02,2020-10-08,6,2020,10
20538,2050603,2020-10-09,2020-10-15,6,2020,10
20537,2050603,2020-10-16,2020-10-22,6,2020,10
20534,2050603,2020-11-06,2020-11-12,6,2020,11
20535,2050603,2020-10-30,2020-11-05,6,2020,11
20533,2050603,2020-11-13,2020-11-19,6,2020,11
20532,2050603,2020-11-20,2020-11-26,6,2020,11
20531,2050603,2020-11-27,2020-12-03,6,2020,12
20536,2050603,2020-10-23,2020-10-29,6,2020,10
21631,2050876,2020-09-04,2020-09-10,6,2020,9
21632,2050876,2020-08-28,2020-09-03,6,2020,9
21633,2050876,2020-08-21,2020-08-27,6,2020,8
21634,2050876,2020-08-14,2020-08-20,6,2020,8
20570,2052012,2020-08-21,2020-08-27,6,2020,8
20573,2052016,2020-08-21,2020-08-27,6,2020,8
20564,2052030,2020-08-14,2020-08-20,6,2020,8
1280,2052047,2020-08-14,2020-08-20,6,2020,8
20572,2054176,2020-08-21,2020-08-27,6,2020,8
20566,2055299,2020-09-04,2020-09-10,6,2020,9
20565,2055299,2020-09-11,2020-09-17,6,2020,9
20567,2055299,2020-08-28,2020-09-03,6,2020,9
20568,2055299,2020-08-21,2020-08-27,6,2020,8
20569,2055301,2020-08-21,2020-08-27,6,2020,8
17309,2057409,2020-08-28,2020-09-03,6,2020,9
22076,2057515,2020-09-04,2020-09-10,6,2020,9
22075,2057515,2020-09-11,2020-09-17,6,2020,9
22074,2057515,2020-09-18,2020-09-24,6,2020,9
22072,2057515,2020-10-02,2020-10-08,6,2020,10
22067,2057515,2020-11-06,2020-11-12,6,2020,11
22068,2057515,2020-10-30,2020-11-05,6,2020,11
22069,2057515,2020-10-23,2020-10-29,6,2020,10
22070,2057515,2020-10-16,2020-10-22,6,2020,10
22071,2057515,2020-10-09,2020-10-15,6,2020,10
22077,2057515,2020-08-28,2020-09-03,6,2020,9
22073,2057515,2020-09-25,2020-10-01,6,2020,10
20575,2059202,2020-10-30,2020-11-05,6,2020,11
20582,2059202,2020-09-11,2020-09-17,6,2020,9
20578,2059202,2020-10-09,2020-10-15,6,2020,10
20577,2059202,2020-10-16,2020-10-22,6,2020,10
20581,2059202,2020-09-18,2020-09-24,6,2020,9
20580,2059202,2020-09-25,2020-10-01,6,2020,10
20576,2059202,2020-10-23,2020-10-29,6,2020,10
20579,2059202,2020-10-02,2020-10-08,6,2020,10
20574,2059202,2020-11-06,2020-11-12,6,2020,11
20583,2059202,2020-09-04,2020-09-10,6,2020,9
20584,2059202,2020-08-28,2020-09-03,6,2020,9
19880,2059333,2020-08-28,2020-09-03,6,2020,9
20401,2059578,2020-08-28,2020-09-03,6,2020,9
20587,2060081,2020-08-28,2020-09-03,6,2020,9
20586,2060081,2020-09-04,2020-09-10,6,2020,9
20589,2060382,2020-09-18,2020-09-24,6,2020,9
20590,2060382,2020-09-11,2020-09-17,6,2020,9
20591,2060382,2020-09-04,2020-09-10,6,2020,9
20588,2060382,2020-10-02,2020-10-08,6,2020,10
21938,2064520,2020-09-04,2020-09-10,6,2020,9
20450,2066652,2020-09-11,2020-09-17,6,2020,9
20448,2066652,2020-09-25,2020-10-01,6,2020,10
20449,2066652,2020-09-18,2020-09-24,6,2020,9
20592,2067232,2020-09-04,2020-09-10,6,2020,9
20593,2067233,2020-09-04,2020-09-10,6,2020,9
20595,2067403,2020-10-16,2020-10-22,6,2020,10
20600,2067403,2020-09-11,2020-09-17,6,2020,9
20598,2067403,2020-09-25,2020-10-01,6,2020,10
20597,2067403,2020-10-02,2020-10-08,6,2020,10
20594,2067403,2020-10-23,2020-10-29,6,2020,10
20596,2067403,2020-10-09,2020-10-15,6,2020,10
20599,2067403,2020-09-18,2020-09-24,6,2020,9
19278,2072165,2020-09-18,2020-09-24,6,2020,9
19280,2072192,2020-09-18,2020-09-24,6,2020,9
20476,2072443,2020-09-11,2020-09-17,6,2020,9
20601,2072444,2020-09-11,2020-09-17,6,2020,9
20604,2072445,2020-09-11,2020-09-17,6,2020,9
20603,2072446,2020-09-11,2020-09-17,6,2020,9
19276,2073467,2020-09-18,2020-09-24,6,2020,9
19277,2073468,2020-09-18,2020-09-24,6,2020,9
20608,2074679,2020-09-18,2020-09-24,6,2020,9
20607,2074679,2020-09-25,2020-10-01,6,2020,10
20606,2074679,2020-10-02,2020-10-08,6,2020,10
20605,2074679,2020-10-09,2020-10-15,6,2020,10
795,2074683,2020-10-02,2020-10-08,6,2020,10
15412,2075222,2020-10-02,2020-10-08,6,2020,10
15413,2075222,2020-09-25,2020-10-01,6,2020,10
19279,2075484,2020-09-18,2020-09-24,6,2020,9
781,2075592,2020-09-25,2020-10-01,6,2020,10
779,2075592,2020-10-09,2020-10-15,6,2020,10
780,2075592,2020-10-02,2020-10-08,6,2020,10
798,2077089,2020-09-25,2020-10-01,6,2020,10
796,2077089,2020-10-09,2020-10-15,6,2020,10
797,2077089,2020-10-02,2020-10-08,6,2020,10
799,2077313,2020-10-30,2020-11-05,6,2020,11
800,2077313,2020-10-16,2020-10-22,6,2020,10
21509,2078040,2020-10-09,2020-10-15,6,2020,10
21510,2078040,2020-10-02,2020-10-08,6,2020,10
1055,2078099,2020-10-23,2020-10-29,6,2020,10
1056,2078099,2020-10-16,2020-10-22,6,2020,10
1054,2078099,2020-10-30,2020-11-05,6,2020,11
1053,2078099,2020-11-06,2020-11-12,6,2020,11
1052,2078099,2020-11-13,2020-11-19,6,2020,11
1049,2078099,2020-12-04,2020-12-10,6,2020,12
1050,2078099,2020-11-27,2020-12-03,6,2020,12
1044,2078099,2021-01-22,2021-01-28,6,2021,1
1048,2078099,2020-12-11,2020-12-17,6,2020,12
1047,2078099,2020-12-18,2020-12-24,6,2020,12
1046,2078099,2021-01-08,2021-01-14,6,2021,1
1051,2078099,2020-11-20,2020-11-26,6,2020,11
1058,2078099,2020-10-02,2020-10-08,6,2020,10
1057,2078099,2020-10-09,2020-10-15,6,2020,10
1045,2078099,2021-01-15,2021-01-21,6,2021,1
9392,2078626,2020-09-25,2020-10-01,6,2020,10
21550,2078627,2020-09-25,2020-10-01,6,2020,10
1362,2081233,2020-10-02,2020-10-08,6,2020,10
21551,2081441,2020-11-20,2020-11-26,6,2020,11
21553,2081441,2020-11-06,2020-11-12,6,2020,11
21554,2081441,2020-10-30,2020-11-05,6,2020,11
21555,2081441,2020-10-23,2020-10-29,6,2020,10
21556,2081441,2020-10-16,2020-10-22,6,2020,10
21552,2081441,2020-11-13,2020-11-19,6,2020,11
21558,2081441,2020-10-02,2020-10-08,6,2020,10
21557,2081441,2020-10-09,2020-10-15,6,2020,10
21596,2081577,2020-10-09,2020-10-15,6,2020,10
21597,2081577,2020-10-02,2020-10-08,6,2020,10
21595,2081577,2020-10-16,2020-10-22,6,2020,10
21594,2081577,2020-11-06,2020-11-12,6,2020,11
1370,2081578,2020-10-09,2020-10-15,6,2020,10
1363,2081578,2020-11-27,2020-12-03,6,2020,12
1369,2081578,2020-10-16,2020-10-22,6,2020,10
1368,2081578,2020-10-23,2020-10-29,6,2020,10
1367,2081578,2020-10-30,2020-11-05,6,2020,11
1366,2081578,2020-11-06,2020-11-12,6,2020,11
1365,2081578,2020-11-13,2020-11-19,6,2020,11
1364,2081578,2020-11-20,2020-11-26,6,2020,11
1371,2081578,2020-10-02,2020-10-08,6,2020,10
1138,2084775,2020-10-30,2020-11-05,6,2020,11
1139,2084775,2020-10-23,2020-10-29,6,2020,10
1140,2084775,2020-10-16,2020-10-22,6,2020,10
1141,2084775,2020-10-09,2020-10-15,6,2020,10
1137,2084775,2020-11-06,2020-11-12,6,2020,11
1374,2085174,2020-10-09,2020-10-15,6,2020,10
1373,2085174,2020-10-16,2020-10-22,6,2020,10
21436,2085336,2020-10-09,2020-10-15,6,2020,10
1143,2085382,2020-11-06,2020-11-12,6,2020,11
1145,2085382,2020-10-23,2020-10-29,6,2020,10
1147,2085382,2020-10-09,2020-10-15,6,2020,10
1146,2085382,2020-10-16,2020-10-22,6,2020,10
