,ID,DATUM_VON,DATUM_BIS,DAUER,JAHR,MONAT
7401,408,1977-06-27,1977-07-03,6,1977,7
7402,408,1977-09-12,1977-09-18,6,1977,9
7934,425,1977-01-31,1977-02-06,6,1977,2
7930,425,1977-02-14,1977-02-20,6,1977,2
7931,425,1977-05-30,1977-06-05,6,1977,6
7932,425,1977-04-25,1977-05-01,6,1977,5
7933,425,1977-02-07,1977-02-13,6,1977,2
7935,425,1977-01-24,1977-01-30,6,1977,1
7937,425,1977-05-16,1977-05-22,6,1977,5
7938,425,1977-05-09,1977-05-15,6,1977,5
7939,425,1977-05-02,1977-05-08,6,1977,5
7940,425,1977-01-10,1977-01-16,6,1977,1
7936,425,1977-01-17,1977-01-23,6,1977,1
7942,425,1977-04-11,1977-04-17,6,1977,4
7941,425,1977-04-18,1977-04-24,6,1977,4
7956,425,1977-02-28,1977-03-06,6,1977,3
7955,425,1977-03-07,1977-03-13,6,1977,3
7954,425,1977-03-14,1977-03-20,6,1977,3
7953,425,1977-01-03,1977-01-09,6,1977,1
7957,425,1977-02-21,1977-02-27,6,1977,2
7952,425,1977-03-21,1977-03-27,6,1977,3
7951,425,1977-03-28,1977-04-03,6,1977,4
7943,425,1977-04-04,1977-04-10,6,1977,4
14805,428,1977-02-07,1977-02-13,6,1977,2
14813,428,1977-02-21,1977-02-27,6,1977,2
14812,428,1977-02-28,1977-03-06,6,1977,3
14811,428,1977-03-07,1977-03-13,6,1977,3
14810,428,1977-01-03,1977-01-09,6,1977,1
14809,428,1977-01-10,1977-01-16,6,1977,1
14808,428,1977-01-17,1977-01-23,6,1977,1
14807,428,1977-01-24,1977-01-30,6,1977,1
14806,428,1977-01-31,1977-02-06,6,1977,2
14804,428,1977-02-14,1977-02-20,6,1977,2
7320,434,1977-05-30,1977-06-05,6,1977,6
7327,434,1977-04-18,1977-04-24,6,1977,4
7321,434,1977-02-14,1977-02-20,6,1977,2
7322,434,1977-04-25,1977-05-01,6,1977,5
7332,434,1977-03-14,1977-03-20,6,1977,3
7324,434,1977-05-16,1977-05-22,6,1977,5
7335,434,1977-02-21,1977-02-27,6,1977,2
7334,434,1977-02-28,1977-03-06,6,1977,3
7323,434,1977-02-07,1977-02-13,6,1977,2
7331,434,1977-03-21,1977-03-27,6,1977,3
7330,434,1977-03-28,1977-04-03,6,1977,4
7333,434,1977-03-07,1977-03-13,6,1977,3
7328,434,1977-04-11,1977-04-17,6,1977,4
7326,434,1977-05-02,1977-05-08,6,1977,5
7325,434,1977-05-09,1977-05-15,6,1977,5
7329,434,1977-04-04,1977-04-10,6,1977,4
6225,437,1977-05-16,1977-05-22,6,1977,5
6220,437,1977-06-13,1977-06-19,6,1977,6
6219,437,1977-06-20,1977-06-26,6,1977,6
6221,437,1977-06-06,1977-06-12,6,1977,6
6222,437,1977-05-30,1977-06-05,6,1977,6
6223,437,1977-04-25,1977-05-01,6,1977,5
6224,437,1977-05-23,1977-05-29,6,1977,5
6226,437,1977-05-09,1977-05-15,6,1977,5
6230,437,1977-04-04,1977-04-10,6,1977,4
6228,437,1977-04-18,1977-04-24,6,1977,4
6229,437,1977-04-11,1977-04-17,6,1977,4
6231,437,1977-03-28,1977-04-03,6,1977,4
6232,437,1977-03-21,1977-03-27,6,1977,3
6233,437,1977-03-14,1977-03-20,6,1977,3
6234,437,1977-03-07,1977-03-13,6,1977,3
6218,437,1977-06-27,1977-07-03,6,1977,7
6227,437,1977-05-02,1977-05-08,6,1977,5
6217,437,1977-07-04,1977-07-10,6,1977,7
3356,470,1977-11-21,1977-11-27,6,1977,11
3355,470,1977-11-28,1977-12-04,6,1977,12
3372,470,1977-08-15,1977-08-21,6,1977,8
3359,470,1977-10-31,1977-11-06,6,1977,11
3360,470,1977-10-24,1977-10-30,6,1977,10
3361,470,1977-09-19,1977-09-25,6,1977,9
3362,470,1978-01-02,1978-01-08,6,1978,1
3363,470,1977-12-26,1978-01-01,6,1978,1
3364,470,1977-10-17,1977-10-23,6,1977,10
3373,470,1977-12-19,1977-12-25,6,1977,12
3365,470,1977-10-10,1977-10-16,6,1977,10
3358,470,1977-11-07,1977-11-13,6,1977,11
3366,470,1977-10-03,1977-10-09,6,1977,10
3367,470,1977-09-26,1977-10-02,6,1977,10
3368,470,1977-09-12,1977-09-18,6,1977,9
3357,470,1977-11-14,1977-11-20,6,1977,11
3370,470,1977-08-29,1977-09-04,6,1977,9
3369,470,1977-09-05,1977-09-11,6,1977,9
3381,470,1978-01-23,1978-01-29,6,1978,1
3380,470,1978-02-06,1978-02-12,6,1978,2
3379,470,1978-01-30,1978-02-05,6,1978,2
3378,470,1977-07-18,1977-07-24,6,1977,7
3377,470,1977-08-01,1977-08-07,6,1977,8
3376,470,1977-08-08,1977-08-14,6,1977,8
3375,470,1977-12-05,1977-12-11,6,1977,12
3374,470,1977-12-12,1977-12-18,6,1977,12
3382,470,1978-01-16,1978-01-22,6,1978,1
3371,470,1977-08-22,1977-08-28,6,1977,8
3383,470,1978-01-09,1978-01-15,6,1978,1
6384,499,1978-03-13,1978-03-19,6,1978,3
6385,499,1978-02-06,1978-02-12,6,1978,2
6376,499,1978-06-05,1978-06-11,6,1978,6
6375,499,1978-06-12,1978-06-18,6,1978,6
6370,499,1978-06-19,1978-06-25,6,1978,6
6368,499,1978-07-03,1978-07-09,6,1978,7
6367,499,1978-07-17,1978-07-23,6,1978,7
6366,499,1978-03-20,1978-03-26,6,1978,3
6365,499,1978-03-27,1978-04-02,6,1978,4
6364,499,1978-04-03,1978-04-09,6,1978,4
6363,499,1978-04-10,1978-04-16,6,1978,4
6362,499,1978-04-17,1978-04-23,6,1978,4
6392,499,1978-01-16,1978-01-22,6,1978,1
6369,499,1978-06-26,1978-07-02,6,1978,7
6391,499,1978-01-23,1978-01-29,6,1978,1
6383,499,1978-08-07,1978-08-13,6,1978,8
6361,499,1978-09-11,1978-09-17,6,1978,9
6382,499,1978-04-24,1978-04-30,6,1978,4
6381,499,1978-05-01,1978-05-07,6,1978,5
6380,499,1978-05-08,1978-05-14,6,1978,5
6378,499,1978-05-22,1978-05-28,6,1978,5
6379,499,1978-05-15,1978-05-21,6,1978,5
6386,499,1978-03-06,1978-03-12,6,1978,3
6387,499,1978-02-27,1978-03-05,6,1978,3
6388,499,1978-02-20,1978-02-26,6,1978,2
6389,499,1978-02-13,1978-02-19,6,1978,2
6390,499,1978-01-30,1978-02-05,6,1978,2
6377,499,1978-05-29,1978-06-04,6,1978,6
18012,501,1978-05-22,1978-05-28,6,1978,5
18009,501,1978-06-12,1978-06-18,6,1978,6
18011,501,1978-05-29,1978-06-04,6,1978,6
18010,501,1978-06-05,1978-06-11,6,1978,6
18008,501,1978-06-19,1978-06-25,6,1978,6
18002,501,1978-07-24,1978-07-30,6,1978,7
18006,501,1978-11-13,1978-11-19,6,1978,11
18005,501,1978-07-03,1978-07-09,6,1978,7
18003,501,1978-07-17,1978-07-23,6,1978,7
18013,501,1978-05-15,1978-05-21,6,1978,5
18001,501,1978-07-31,1978-08-06,6,1978,8
18000,501,1978-11-20,1978-11-26,6,1978,11
18007,501,1978-06-26,1978-07-02,6,1978,7
18014,501,1978-05-08,1978-05-14,6,1978,5
18020,501,1978-09-04,1978-09-10,6,1978,9
18016,501,1978-04-24,1978-04-30,6,1978,4
18017,501,1979-01-08,1979-01-14,6,1979,1
18018,501,1979-01-01,1979-01-07,6,1979,1
18019,501,1978-12-25,1978-12-31,6,1978,12
18021,501,1978-08-28,1978-09-03,6,1978,9
18022,501,1978-08-21,1978-08-27,6,1978,8
18023,501,1978-08-14,1978-08-20,6,1978,8
18024,501,1978-03-13,1978-03-19,6,1978,3
18025,501,1978-03-06,1978-03-12,6,1978,3
18026,501,1978-02-27,1978-03-05,6,1978,3
18027,501,1978-02-20,1978-02-26,6,1978,2
18029,501,1978-12-18,1978-12-24,6,1978,12
18031,501,1978-08-07,1978-08-13,6,1978,8
17999,501,1978-11-27,1978-12-03,6,1978,12
18015,501,1978-05-01,1978-05-07,6,1978,5
18028,501,1978-02-13,1978-02-19,6,1978,2
18004,501,1978-07-10,1978-07-16,6,1978,7
17983,501,1978-12-11,1978-12-17,6,1978,12
17998,501,1978-12-04,1978-12-10,6,1978,12
17969,501,1978-10-02,1978-10-08,6,1978,10
17970,501,1978-09-25,1978-10-01,6,1978,10
17971,501,1978-09-18,1978-09-24,6,1978,9
17973,501,1978-11-06,1978-11-12,6,1978,11
17974,501,1978-10-30,1978-11-05,6,1978,11
17975,501,1978-10-23,1978-10-29,6,1978,10
17972,501,1978-09-11,1978-09-17,6,1978,9
17977,501,1978-04-17,1978-04-23,6,1978,4
17978,501,1978-04-10,1978-04-16,6,1978,4
17979,501,1978-04-03,1978-04-09,6,1978,4
17980,501,1978-03-27,1978-04-02,6,1978,4
17981,501,1978-03-20,1978-03-26,6,1978,3
17982,501,1978-10-09,1978-10-15,6,1978,10
17976,501,1978-10-16,1978-10-22,6,1978,10
18475,503,1979-03-12,1979-03-18,6,1979,3
18487,503,1979-02-19,1979-02-25,6,1979,2
18488,503,1979-02-12,1979-02-18,6,1979,2
18489,503,1979-02-05,1979-02-11,6,1979,2
18491,503,1979-01-29,1979-02-04,6,1979,2
18492,503,1979-05-07,1979-05-13,6,1979,5
18476,503,1978-12-04,1978-12-10,6,1978,12
18474,503,1979-03-19,1979-03-25,6,1979,3
18497,503,1979-01-15,1979-01-21,6,1979,1
18472,503,1979-04-02,1979-04-08,6,1979,4
18471,503,1979-04-09,1979-04-15,6,1979,4
18493,503,1979-04-30,1979-05-06,6,1979,5
18494,503,1979-04-23,1979-04-29,6,1979,4
18495,503,1979-04-16,1979-04-22,6,1979,4
18496,503,1979-01-22,1979-01-28,6,1979,1
18486,503,1979-02-26,1979-03-04,6,1979,3
18498,503,1979-01-08,1979-01-14,6,1979,1
18499,503,1978-12-25,1978-12-31,6,1978,12
18473,503,1979-03-26,1979-04-01,6,1979,4
18485,503,1979-05-21,1979-05-27,6,1979,5
18490,503,1979-05-14,1979-05-20,6,1979,5
18483,503,1979-06-04,1979-06-10,6,1979,6
18484,503,1979-05-28,1979-06-03,6,1979,6
18477,503,1979-06-18,1979-06-24,6,1979,6
18478,503,1979-03-05,1979-03-11,6,1979,3
18479,503,1979-06-11,1979-06-17,6,1979,6
17948,504,1978-04-17,1978-04-23,6,1978,4
17965,504,1978-03-13,1978-03-19,6,1978,3
17964,504,1978-04-24,1978-04-30,6,1978,4
17963,504,1978-05-01,1978-05-07,6,1978,5
17962,504,1978-05-08,1978-05-14,6,1978,5
17961,504,1978-05-15,1978-05-21,6,1978,5
17960,504,1978-05-22,1978-05-28,6,1978,5
17959,504,1978-05-29,1978-06-04,6,1978,6
17957,504,1978-06-12,1978-06-18,6,1978,6
17955,504,1978-06-26,1978-07-02,6,1978,7
17954,504,1978-07-03,1978-07-09,6,1978,7
17953,504,1978-07-10,1978-07-16,6,1978,7
17958,504,1978-06-05,1978-06-11,6,1978,6
17956,504,1978-06-19,1978-06-25,6,1978,6
17949,504,1978-04-10,1978-04-16,6,1978,4
17950,504,1978-04-03,1978-04-09,6,1978,4
17952,504,1978-03-20,1978-03-26,6,1978,3
17951,504,1978-03-27,1978-04-02,6,1978,4
14718,534,1978-10-02,1978-10-08,6,1978,10
14719,534,1978-09-25,1978-10-01,6,1978,10
14720,534,1978-09-18,1978-09-24,6,1978,9
14721,534,1978-09-11,1978-09-17,6,1978,9
14722,534,1978-11-06,1978-11-12,6,1978,11
14743,534,1978-12-25,1978-12-31,6,1978,12
14742,534,1978-09-04,1978-09-10,6,1978,9
14741,534,1979-01-01,1979-01-07,6,1979,1
14740,534,1979-01-08,1979-01-14,6,1979,1
14739,534,1979-01-15,1979-01-21,6,1979,1
14729,534,1978-12-04,1978-12-10,6,1978,12
14728,534,1978-12-11,1978-12-17,6,1978,12
14736,534,1979-02-05,1979-02-11,6,1979,2
14735,534,1979-02-12,1979-02-18,6,1979,2
14734,534,1979-02-19,1979-02-25,6,1979,2
14733,534,1979-02-26,1979-03-04,6,1979,3
14732,534,1978-11-13,1978-11-19,6,1978,11
14731,534,1978-11-20,1978-11-26,6,1978,11
14723,534,1978-10-30,1978-11-05,6,1978,11
14725,534,1978-10-16,1978-10-22,6,1978,10
14726,534,1978-10-09,1978-10-15,6,1978,10
14727,534,1978-12-18,1978-12-24,6,1978,12
14730,534,1978-11-27,1978-12-03,6,1978,12
14738,534,1979-01-22,1979-01-28,6,1979,1
14737,534,1979-01-29,1979-02-04,6,1979,2
14724,534,1978-10-23,1978-10-29,6,1978,10
3181,539,1979-01-22,1979-01-28,6,1979,1
3178,539,1979-02-12,1979-02-18,6,1979,2
3177,539,1978-11-13,1978-11-19,6,1978,11
3176,539,1978-11-20,1978-11-26,6,1978,11
3175,539,1978-11-27,1978-12-03,6,1978,12
3174,539,1978-12-04,1978-12-10,6,1978,12
3173,539,1978-12-11,1978-12-17,6,1978,12
3172,539,1978-12-18,1978-12-24,6,1978,12
3171,539,1978-10-09,1978-10-15,6,1978,10
3170,539,1978-10-16,1978-10-22,6,1978,10
3168,539,1978-10-30,1978-11-05,6,1978,11
3169,539,1978-10-23,1978-10-29,6,1978,10
3166,539,1978-09-25,1978-10-01,6,1978,10
3183,539,1979-01-08,1979-01-14,6,1979,1
3184,539,1979-01-01,1979-01-07,6,1979,1
3185,539,1978-12-25,1978-12-31,6,1978,12
3167,539,1978-11-06,1978-11-12,6,1978,11
3179,539,1979-02-05,1979-02-11,6,1979,2
3180,539,1979-01-29,1979-02-04,6,1979,2
3165,539,1978-10-02,1978-10-08,6,1978,10
3182,539,1979-01-15,1979-01-21,6,1979,1
9569,550,1978-12-25,1978-12-31,6,1978,12
9568,550,1979-01-01,1979-01-07,6,1979,1
9563,550,1979-02-05,1979-02-11,6,1979,2
9567,550,1979-01-08,1979-01-14,6,1979,1
9566,550,1979-01-15,1979-01-21,6,1979,1
9565,550,1979-01-22,1979-01-28,6,1979,1
9564,550,1979-01-29,1979-02-04,6,1979,2
9547,550,1979-03-26,1979-04-01,6,1979,4
9546,550,1979-04-02,1979-04-08,6,1979,4
9560,550,1979-02-26,1979-03-04,6,1979,3
9548,550,1979-03-19,1979-03-25,6,1979,3
9549,550,1979-03-12,1979-03-18,6,1979,3
9550,550,1978-11-06,1978-11-12,6,1978,11
9551,550,1978-10-30,1978-11-05,6,1978,11
9552,550,1978-10-23,1978-10-29,6,1978,10
9553,550,1978-12-18,1978-12-24,6,1978,12
9561,550,1979-02-19,1979-02-25,6,1979,2
9562,550,1979-02-12,1979-02-18,6,1979,2
9559,550,1978-11-13,1978-11-19,6,1978,11
9558,550,1978-11-20,1978-11-26,6,1978,11
9557,550,1979-03-05,1979-03-11,6,1979,3
9556,550,1978-11-27,1978-12-03,6,1978,12
9555,550,1978-12-04,1978-12-10,6,1978,12
9554,550,1978-12-11,1978-12-17,6,1978,12
18763,568,1979-08-20,1979-08-26,6,1979,8
18752,568,1979-10-01,1979-10-07,6,1979,10
18753,568,1979-11-05,1979-11-11,6,1979,11
18754,568,1979-10-29,1979-11-04,6,1979,11
18755,568,1979-10-22,1979-10-28,6,1979,10
18756,568,1979-09-24,1979-09-30,6,1979,9
18757,568,1979-09-17,1979-09-23,6,1979,9
18765,568,1979-08-06,1979-08-12,6,1979,8
18759,568,1979-09-03,1979-09-09,6,1979,9
18760,568,1979-10-15,1979-10-21,6,1979,10
18761,568,1979-10-08,1979-10-14,6,1979,10
18762,568,1979-08-27,1979-09-02,6,1979,9
18764,568,1979-08-13,1979-08-19,6,1979,8
18758,568,1979-09-10,1979-09-16,6,1979,9
18782,568,1979-05-07,1979-05-13,6,1979,5
18769,568,1979-07-23,1979-07-29,6,1979,7
18783,568,1979-04-30,1979-05-06,6,1979,5
18766,568,1979-07-30,1979-08-05,6,1979,8
18781,568,1979-05-14,1979-05-20,6,1979,5
18780,568,1979-05-21,1979-05-27,6,1979,5
18779,568,1979-05-28,1979-06-03,6,1979,6
18778,568,1979-06-04,1979-06-10,6,1979,6
18768,568,1979-12-17,1979-12-23,6,1979,12
18777,568,1979-06-11,1979-06-17,6,1979,6
18775,568,1979-11-12,1979-11-18,6,1979,11
18774,568,1979-11-19,1979-11-25,6,1979,11
18773,568,1979-06-25,1979-07-01,6,1979,7
18772,568,1979-07-02,1979-07-08,6,1979,7
18771,568,1979-07-09,1979-07-15,6,1979,7
18770,568,1979-07-16,1979-07-22,6,1979,7
18776,568,1979-06-18,1979-06-24,6,1979,6
18767,568,1979-12-24,1979-12-30,6,1979,12
18047,580,1979-06-25,1979-07-01,6,1979,7
18038,580,1979-08-27,1979-09-02,6,1979,9
18061,580,1979-04-16,1979-04-22,6,1979,4
18060,580,1979-04-23,1979-04-29,6,1979,4
18059,580,1979-04-30,1979-05-06,6,1979,5
18058,580,1979-05-07,1979-05-13,6,1979,5
18057,580,1979-05-14,1979-05-20,6,1979,5
18056,580,1979-05-21,1979-05-27,6,1979,5
18054,580,1979-06-04,1979-06-10,6,1979,6
18053,580,1979-06-11,1979-06-17,6,1979,6
18052,580,1979-06-18,1979-06-24,6,1979,6
18051,580,1979-03-19,1979-03-25,6,1979,3
18050,580,1979-03-26,1979-04-01,6,1979,4
18049,580,1979-04-02,1979-04-08,6,1979,4
18048,580,1979-04-09,1979-04-15,6,1979,4
18046,580,1979-07-02,1979-07-08,6,1979,7
18045,580,1979-07-09,1979-07-15,6,1979,7
18044,580,1979-07-16,1979-07-22,6,1979,7
18043,580,1979-07-23,1979-07-29,6,1979,7
18042,580,1979-07-30,1979-08-05,6,1979,8
18041,580,1979-08-06,1979-08-12,6,1979,8
18040,580,1979-08-13,1979-08-19,6,1979,8
18039,580,1979-08-20,1979-08-26,6,1979,8
18037,580,1979-09-03,1979-09-09,6,1979,9
18055,580,1979-05-28,1979-06-03,6,1979,6
17811,586,1979-05-28,1979-06-03,6,1979,6
17813,586,1979-05-14,1979-05-20,6,1979,5
17791,586,1979-08-13,1979-08-19,6,1979,8
17790,586,1979-08-20,1979-08-26,6,1979,8
17789,586,1979-08-27,1979-09-02,6,1979,9
17788,586,1979-09-03,1979-09-09,6,1979,9
17787,586,1979-10-15,1979-10-21,6,1979,10
17786,586,1979-09-10,1979-09-16,6,1979,9
17785,586,1979-09-17,1979-09-23,6,1979,9
17784,586,1979-09-24,1979-09-30,6,1979,9
17783,586,1979-10-01,1979-10-07,6,1979,10
17782,586,1979-10-22,1979-10-28,6,1979,10
17781,586,1979-10-29,1979-11-04,6,1979,11
17780,586,1979-11-05,1979-11-11,6,1979,11
17779,586,1979-11-12,1979-11-18,6,1979,11
17984,586,1979-04-30,1979-05-06,6,1979,5
17814,586,1979-05-07,1979-05-13,6,1979,5
17792,586,1979-08-06,1979-08-12,6,1979,8
17793,586,1980-01-14,1980-01-20,6,1980,1
17778,586,1979-10-08,1979-10-14,6,1979,10
17795,586,1979-12-31,1980-01-06,6,1980,1
17794,586,1980-01-07,1980-01-13,6,1980,1
17810,586,1979-06-04,1979-06-10,6,1979,6
17808,586,1979-06-18,1979-06-24,6,1979,6
17807,586,1979-06-25,1979-07-01,6,1979,7
17812,586,1979-05-21,1979-05-27,6,1979,5
17806,586,1979-11-19,1979-11-25,6,1979,11
17805,586,1979-11-26,1979-12-02,6,1979,12
17804,586,1979-12-03,1979-12-09,6,1979,12
17809,586,1979-06-11,1979-06-17,6,1979,6
17802,586,1979-12-17,1979-12-23,6,1979,12
17801,586,1979-07-02,1979-07-08,6,1979,7
17800,586,1979-07-09,1979-07-15,6,1979,7
17799,586,1979-07-16,1979-07-22,6,1979,7
17798,586,1979-07-23,1979-07-29,6,1979,7
17796,586,1979-12-24,1979-12-30,6,1979,12
17803,586,1979-12-10,1979-12-16,6,1979,12
17797,586,1979-07-30,1979-08-05,6,1979,8
18393,599,1979-09-24,1979-09-30,6,1979,9
18394,599,1979-09-17,1979-09-23,6,1979,9
18407,599,1979-12-24,1979-12-30,6,1979,12
18395,599,1979-09-10,1979-09-16,6,1979,9
18396,599,1979-10-22,1979-10-28,6,1979,10
18397,599,1979-10-15,1979-10-21,6,1979,10
18399,599,1980-02-18,1980-02-24,6,1980,2
18400,599,1980-02-11,1980-02-17,6,1980,2
18401,599,1980-02-04,1980-02-10,6,1980,2
18402,599,1980-01-28,1980-02-03,6,1980,2
18403,599,1980-01-21,1980-01-27,6,1980,1
18392,599,1979-10-01,1979-10-07,6,1979,10
18404,599,1980-01-14,1980-01-20,6,1980,1
18398,599,1980-02-25,1980-03-02,6,1980,3
18391,599,1979-10-29,1979-11-04,6,1979,11
18406,599,1979-12-31,1980-01-06,6,1980,1
18389,599,1979-11-12,1979-11-18,6,1979,11
18408,599,1979-12-17,1979-12-23,6,1979,12
18409,599,1979-12-10,1979-12-16,6,1979,12
18405,599,1980-01-07,1980-01-13,6,1980,1
18410,599,1979-12-03,1979-12-09,6,1979,12
18411,599,1979-11-26,1979-12-02,6,1979,12
18412,599,1979-11-19,1979-11-25,6,1979,11
18388,599,1979-10-08,1979-10-14,6,1979,10
18390,599,1979-11-05,1979-11-11,6,1979,11
17471,613,1980-01-07,1980-01-13,6,1980,1
17470,613,1980-01-14,1980-01-20,6,1980,1
17467,613,1979-08-20,1979-08-26,6,1979,8
17468,613,1980-01-28,1980-02-03,6,1980,2
17474,613,1979-12-17,1979-12-23,6,1979,12
17464,613,1979-10-15,1979-10-21,6,1979,10
17469,613,1980-01-21,1980-01-27,6,1980,1
17465,613,1979-09-03,1979-09-09,6,1979,9
17466,613,1979-08-27,1979-09-02,6,1979,9
17462,613,1979-09-10,1979-09-16,6,1979,9
17461,613,1979-09-17,1979-09-23,6,1979,9
17460,613,1979-09-24,1979-09-30,6,1979,9
17459,613,1979-10-29,1979-11-04,6,1979,11
17458,613,1979-11-05,1979-11-11,6,1979,11
17457,613,1979-11-12,1979-11-18,6,1979,11
17456,613,1979-10-01,1979-10-07,6,1979,10
17455,613,1979-10-08,1979-10-14,6,1979,10
17472,613,1979-12-31,1980-01-06,6,1980,1
17475,613,1979-12-10,1979-12-16,6,1979,12
17476,613,1979-12-03,1979-12-09,6,1979,12
17477,613,1979-11-26,1979-12-02,6,1979,12
17478,613,1979-11-19,1979-11-25,6,1979,11
17463,613,1979-10-22,1979-10-28,6,1979,10
17473,613,1979-12-24,1979-12-30,6,1979,12
3936,636,1980-04-14,1980-04-20,6,1980,4
3951,636,1980-04-28,1980-05-04,6,1980,5
3944,636,1980-02-18,1980-02-24,6,1980,2
3943,636,1980-02-25,1980-03-02,6,1980,3
3942,636,1980-03-03,1980-03-09,6,1980,3
3941,636,1980-03-10,1980-03-16,6,1980,3
3935,636,1980-04-21,1980-04-27,6,1980,4
3940,636,1980-03-17,1980-03-23,6,1980,3
3947,636,1980-02-04,1980-02-10,6,1980,2
3939,636,1980-03-24,1980-03-30,6,1980,3
3938,636,1980-03-31,1980-04-06,6,1980,4
3937,636,1980-04-07,1980-04-13,6,1980,4
3948,636,1980-05-19,1980-05-25,6,1980,5
3949,636,1980-05-12,1980-05-18,6,1980,5
3950,636,1980-05-05,1980-05-11,6,1980,5
3945,636,1980-02-11,1980-02-17,6,1980,2
3946,636,1980-05-26,1980-06-01,6,1980,6
16070,638,1980-06-09,1980-06-15,6,1980,6
16071,638,1980-06-02,1980-06-08,6,1980,6
16072,638,1980-05-26,1980-06-01,6,1980,6
16073,638,1980-05-19,1980-05-25,6,1980,5
16064,638,1980-04-14,1980-04-20,6,1980,4
16068,638,1980-03-17,1980-03-23,6,1980,3
16067,638,1980-03-24,1980-03-30,6,1980,3
16066,638,1980-03-31,1980-04-06,6,1980,4
16065,638,1980-04-07,1980-04-13,6,1980,4
16069,638,1980-03-10,1980-03-16,6,1980,3
16074,638,1980-05-12,1980-05-18,6,1980,5
16063,638,1980-04-21,1980-04-27,6,1980,4
16075,638,1980-05-05,1980-05-11,6,1980,5
16076,638,1980-04-28,1980-05-04,6,1980,5
4485,659,1980-04-28,1980-05-04,6,1980,5
4469,659,1980-08-11,1980-08-17,6,1980,8
4486,659,1980-04-21,1980-04-27,6,1980,4
4471,659,1980-07-28,1980-08-03,6,1980,8
4472,659,1980-07-21,1980-07-27,6,1980,7
4473,659,1980-07-14,1980-07-20,6,1980,7
4474,659,1980-07-07,1980-07-13,6,1980,7
4475,659,1980-04-14,1980-04-20,6,1980,4
4470,659,1980-08-04,1980-08-10,6,1980,8
4477,659,1980-06-23,1980-06-29,6,1980,6
4476,659,1980-06-30,1980-07-06,6,1980,7
4484,659,1980-05-05,1980-05-11,6,1980,5
4483,659,1980-05-12,1980-05-18,6,1980,5
4479,659,1980-06-09,1980-06-15,6,1980,6
4481,659,1980-05-26,1980-06-01,6,1980,6
4480,659,1980-06-02,1980-06-08,6,1980,6
4478,659,1980-06-16,1980-06-22,6,1980,6
4482,659,1980-05-19,1980-05-25,6,1980,5
9152,661,1980-07-28,1980-08-03,6,1980,8
9171,661,1980-08-25,1980-08-31,6,1980,8
9170,661,1980-09-01,1980-09-07,6,1980,9
9169,661,1980-09-08,1980-09-14,6,1980,9
9168,661,1980-04-21,1980-04-27,6,1980,4
9167,661,1980-04-28,1980-05-04,6,1980,5
9166,661,1980-05-05,1980-05-11,6,1980,5
9165,661,1980-05-12,1980-05-18,6,1980,5
9163,661,1980-09-15,1980-09-21,6,1980,9
9162,661,1980-09-22,1980-09-28,6,1980,9
9159,661,1980-06-09,1980-06-15,6,1980,6
9160,661,1980-06-02,1980-06-08,6,1980,6
9158,661,1980-06-16,1980-06-22,6,1980,6
9156,661,1980-06-30,1980-07-06,6,1980,7
9149,661,1980-08-18,1980-08-24,6,1980,8
9150,661,1980-08-11,1980-08-17,6,1980,8
9151,661,1980-08-04,1980-08-10,6,1980,8
9155,661,1980-07-07,1980-07-13,6,1980,7
9154,661,1980-07-14,1980-07-20,6,1980,7
9153,661,1980-07-21,1980-07-27,6,1980,7
9161,661,1980-05-26,1980-06-01,6,1980,6
9157,661,1980-06-23,1980-06-29,6,1980,6
9164,661,1980-05-19,1980-05-25,6,1980,5
2816,682,1980-11-24,1980-11-30,6,1980,11
2830,682,1980-12-15,1980-12-21,6,1980,12
2829,682,1980-12-22,1980-12-28,6,1980,12
2828,682,1980-12-29,1981-01-04,6,1981,1
2827,682,1981-01-12,1981-01-18,6,1981,1
2826,682,1981-01-19,1981-01-25,6,1981,1
2824,682,1981-02-02,1981-02-08,6,1981,2
2823,682,1980-09-15,1980-09-21,6,1980,9
2831,682,1980-11-17,1980-11-23,6,1980,11
2822,682,1980-09-22,1980-09-28,6,1980,9
2820,682,1980-10-06,1980-10-12,6,1980,10
2819,682,1980-10-13,1980-10-19,6,1980,10
2818,682,1980-10-20,1980-10-26,6,1980,10
2817,682,1980-10-27,1980-11-02,6,1980,11
2815,682,1980-12-01,1980-12-07,6,1980,12
2814,682,1980-12-08,1980-12-14,6,1980,12
2813,682,1980-11-03,1980-11-09,6,1980,11
2821,682,1980-09-29,1980-10-05,6,1980,10
2832,682,1980-11-10,1980-11-16,6,1980,11
2825,682,1981-01-26,1981-02-01,6,1981,2
12105,692,1980-12-15,1980-12-21,6,1980,12
12112,692,1981-03-02,1981-03-08,6,1981,3
12115,692,1980-09-29,1980-10-05,6,1980,10
12116,692,1980-09-22,1980-09-28,6,1980,9
12104,692,1980-11-03,1980-11-09,6,1980,11
12117,692,1981-02-16,1981-02-22,6,1981,2
12118,692,1981-02-09,1981-02-15,6,1981,2
12119,692,1981-02-02,1981-02-08,6,1981,2
12120,692,1980-09-15,1980-09-21,6,1980,9
12121,692,1981-01-26,1981-02-01,6,1981,2
12122,692,1981-01-19,1981-01-25,6,1981,1
12123,692,1981-01-12,1981-01-18,6,1981,1
12124,692,1981-01-05,1981-01-11,6,1981,1
12125,692,1980-12-29,1981-01-04,6,1981,1
