,ID,Number_of_Stopwords,Stopword_Percentage
19843,1959002,70,0.00307530094016343
19844,1959002,70,0.00307530094016343
19845,1959002,70,0.00307530094016343
19846,1681498,31,0.001361918987786662
19847,1681498,31,0.001361918987786662
19848,1681498,31,0.001361918987786662
19849,1960869,61,0.0026799051049995605
19850,1960869,61,0.0026799051049995605
19851,1960869,61,0.0026799051049995605
19852,1960869,61,0.0026799051049995605
19853,1960870,43,0.0018891134346718215
19854,1960870,43,0.0018891134346718215
19855,1960870,43,0.0018891134346718215
19856,1960870,43,0.0018891134346718215
19857,1960870,43,0.0018891134346718215
19858,1961940,58,0.0025481064932782707
19859,1961940,58,0.0025481064932782707
19860,1961940,58,0.0025481064932782707
19861,1959310,58,0.0025481064932782707
19862,1959310,58,0.0025481064932782707
19863,1960874,43,0.0018891134346718215
19864,1960874,43,0.0018891134346718215
19865,1960871,48,0.002108777787540638
19866,1954314,60,0.0026359722344257972
19867,1965694,67,0.0029435023284421404
19868,1965694,67,0.0029435023284421404
19869,1965694,67,0.0029435023284421404
19870,1965694,67,0.0029435023284421404
19871,1965694,67,0.0029435023284421404
19872,1965694,67,0.0029435023284421404
19873,1965805,37,0.0016255162112292418
19874,1965805,37,0.0016255162112292418
19875,1965805,37,0.0016255162112292418
19876,1965805,37,0.0016255162112292418
19877,1963908,44,0.0019330463052455848
19878,1963908,44,0.0019330463052455848
19879,1963908,44,0.0019330463052455848
19880,1965806,60,0.0026359722344257972
19881,1965806,60,0.0026359722344257972
19882,1965819,56,0.0024602407521307442
19883,1965820,34,0.0014937175995079518
19884,1970360,41,0.0018012476935242948
19885,1970360,41,0.0018012476935242948
