LIED_ID,POSITION,DATUM_VON,DATUM_BIS
306811,16,2007-05-18,2007-05-24
256431,24,2007-06-01,2007-06-07
284613,41,2007-06-08,2007-06-14
309750,8,2007-06-15,2007-06-21
256431,31,2007-06-22,2007-06-28
283118,5,2007-06-29,2007-07-05
275889,37,2007-06-29,2007-07-05
319452,8,2007-07-13,2007-07-19
319452,6,2007-07-27,2007-08-02
309750,24,2007-08-03,2007-08-09
319452,4,2007-08-10,2007-08-16
251198,35,2007-08-10,2007-08-16
331916,1,2007-08-17,2007-08-23
346136,7,2007-09-07,2007-09-13
275889,25,2007-09-07,2007-09-13
283118,12,2007-09-28,2007-10-04
359193,38,2007-10-26,2007-11-01
364439,1,2007-11-16,2007-11-22
346136,48,2007-11-16,2007-11-22
283118,12,2007-11-23,2007-11-29
338136,31,2007-12-14,2007-12-20
412776,41,2008-01-11,2008-01-17
292960,32,2008-01-18,2008-01-24
404482,29,2008-01-25,2008-01-31
335445,4,2008-02-01,2008-02-07
419388,9,2008-02-08,2008-02-14
376463,29,2008-02-08,2008-02-14
422448,44,2008-03-07,2008-03-13
422448,45,2008-03-14,2008-03-20
437062,10,2008-04-18,2008-04-24
418352,5,2008-04-25,2008-05-01
422464,25,2008-04-25,2008-05-01
335448,3,2008-05-09,2008-05-15
335448,4,2008-05-16,2008-05-22
440785,13,2008-05-23,2008-05-29
424379,45,2008-06-06,2008-06-12
419388,33,2008-06-20,2008-06-26
440498,2,2008-07-04,2008-07-10
437093,34,2008-07-04,2008-07-10
437093,43,2008-07-25,2008-07-31
335448,7,2008-08-01,2008-08-07
472164,50,2008-08-15,2008-08-21
474593,44,2008-08-22,2008-08-28
474593,48,2008-10-03,2008-10-09
472424,9,2008-10-24,2008-10-30
5915,15,2004-01-05,2004-01-11
5865,29,2004-01-26,2004-02-01
5915,10,2004-02-02,2004-02-08
5915,20,2004-02-23,2004-02-29
5994,14,2004-03-08,2004-03-14
5950,26,2004-04-19,2004-04-25
24287,38,2004-04-19,2004-04-25
45692,21,2004-08-16,2004-08-22
227410,39,2007-08-17,2007-08-23
338151,45,2007-08-17,2007-08-23
251198,45,2007-08-31,2007-09-06
338685,42,2007-09-14,2007-09-20
319452,4,2007-09-21,2007-09-27
359172,27,2007-10-19,2007-10-25
319452,9,2007-11-02,2007-11-08
346136,37,2007-11-02,2007-11-08
346136,46,2007-11-09,2007-11-15
292960,2,2007-11-30,2007-12-06
335445,2,2007-12-07,2007-12-13
279525,19,2007-03-09,2007-03-15
243453,24,2007-03-09,2007-03-15
203338,35,2007-03-23,2007-03-29
243453,45,2007-03-30,2007-04-05
243974,28,2007-04-06,2007-04-12
294983,19,2007-04-20,2007-04-26
306736,45,2007-05-11,2007-05-17
306811,26,2007-06-08,2007-06-14
285372,44,2007-06-08,2007-06-14
305104,21,2007-06-15,2007-06-21
295745,45,2007-06-22,2007-06-28
275889,49,2007-06-22,2007-06-28
376465,10,2008-05-09,2008-05-15
376465,12,2008-05-16,2008-05-22
335448,4,2008-06-13,2008-06-19
437493,13,2008-06-20,2008-06-26
470468,34,2008-06-20,2008-06-26
472197,18,2008-06-27,2008-07-03
440498,2,2008-07-11,2008-07-17
437493,12,2008-07-11,2008-07-17
446467,49,2008-07-18,2008-07-24
472197,30,2008-08-01,2008-08-07
492143,23,2008-08-15,2008-08-21
500008,33,2008-09-05,2008-09-11
481513,12,2008-09-19,2008-09-25
335448,15,2008-09-19,2008-09-25
335448,15,2008-09-26,2008-10-02
571371,2,2009-07-17,2009-07-23
470326,35,2009-07-24,2009-07-30
590907,43,2009-07-31,2009-08-06
574251,11,2009-08-07,2009-08-13
548881,27,2009-08-07,2009-08-13
571371,3,2009-08-28,2009-09-03
571371,3,2009-09-04,2009-09-10
548881,42,2009-09-04,2009-09-10
601836,15,2009-09-25,2009-10-01
470326,47,2009-09-25,2009-10-01
612317,21,2009-10-30,2009-11-05
612964,35,2009-10-30,2009-11-05
4125,7,2000-01-17,2000-01-23
4048,11,2000-01-17,2000-01-23
4048,39,2000-02-14,2000-02-20
4125,39,2000-03-06,2000-03-12
4174,14,2000-03-20,2000-03-26
4153,21,2000-03-27,2000-04-02
4153,46,2000-04-03,2000-04-09
4245,20,2000-04-24,2000-04-30
268907,36,2007-04-06,2007-04-12
283118,1,2007-04-27,2007-05-03
203338,40,2007-05-04,2007-05-10
302030,46,2007-05-04,2007-05-10
283118,1,2007-05-18,2007-05-24
285372,40,2007-06-01,2007-06-07
326174,42,2007-06-08,2007-06-14
308432,29,2007-06-22,2007-06-28
285372,50,2007-06-22,2007-06-28
256431,33,2007-06-29,2007-07-05
283118,12,2007-07-27,2007-08-02
309750,20,2007-07-27,2007-08-02
306811,50,2007-07-27,2007-08-02
3641,6,1998-04-13,1998-04-19
3667,19,1998-04-20,1998-04-26
3657,2,1998-04-27,1998-05-03
3667,22,1998-05-18,1998-05-24
3641,3,1998-06-15,1998-06-21
7267,30,1998-06-15,1998-06-21
3667,42,1998-06-22,1998-06-28
3698,37,1998-06-29,1998-07-05
8352,47,1998-06-29,1998-07-05
3734,6,1998-07-20,1998-07-26
3657,15,1998-08-03,1998-08-09
8352,23,1998-08-10,1998-08-16
3748,32,1998-08-10,1998-08-16
338136,42,2007-12-21,2008-01-03
319452,27,2008-01-04,2008-01-10
359065,40,2008-01-04,2008-01-10
351731,25,2008-02-01,2008-02-07
283118,12,2008-02-22,2008-02-28
410122,49,2008-02-22,2008-02-28
364439,30,2008-02-29,2008-03-06
408910,30,2008-03-07,2008-03-13
362322,17,2008-03-14,2008-03-20
361236,37,2008-03-14,2008-03-20
437062,27,2008-04-04,2008-04-10
433088,40,2008-04-11,2008-04-17
10600,40,1999-05-17,1999-05-23
3881,13,1999-07-05,1999-07-11
4003,44,1999-07-26,1999-08-01
22492,27,1999-08-02,1999-08-08
54468,31,1999-08-02,1999-08-08
61826,32,1999-08-02,1999-08-08
54468,49,1999-08-23,1999-08-29
61826,48,1999-08-30,1999-09-05
3980,9,1999-09-06,1999-09-12
4001,22,1999-09-06,1999-09-12
3980,10,1999-09-13,1999-09-19
4009,36,1999-09-27,1999-10-03
4034,39,1999-10-25,1999-10-31
335447,22,2008-09-26,2008-10-02
481513,20,2008-10-10,2008-10-16
335448,29,2008-10-10,2008-10-16
502674,44,2008-10-10,2008-10-16
492879,10,2008-11-07,2008-11-13
511038,26,2008-11-07,2008-11-13
492879,12,2008-11-21,2008-11-27
510041,50,2008-11-21,2008-11-27
516023,7,2008-11-28,2008-12-04
520718,34,2008-12-05,2008-12-11
520718,5,2008-12-12,2008-12-18
498670,8,2008-12-19,2008-12-25
520368,39,2008-12-26,2009-01-01
491780,46,2009-01-02,2009-01-08
516023,11,2009-01-09,2009-01-15
492879,29,2009-01-09,2009-01-15
528379,21,2009-01-16,2009-01-22
525916,28,2009-01-23,2009-01-29
7332,17,1983-05-23,1983-05-29
4246,12,2000-04-24,2000-04-30
4272,1,2000-05-29,2000-06-04
4260,9,2000-05-29,2000-06-04
4260,10,2000-06-05,2000-06-11
26813,41,2000-06-05,2000-06-11
4272,7,2000-06-26,2000-07-02
4246,32,2000-06-26,2000-07-02
4346,13,2000-07-03,2000-07-09
4336,1,2000-07-10,2000-07-16
4346,17,2000-07-24,2000-07-30
4272,33,2000-07-24,2000-07-30
4272,1,2000-05-15,2000-05-21
4184,5,2000-05-15,2000-05-21
4272,3,2000-06-05,2000-06-11
4328,11,2000-06-19,2000-06-25
4260,38,2000-07-03,2000-07-09
4359,11,2000-07-17,2000-07-23
4184,25,2000-07-31,2000-08-06
4359,17,2000-08-14,2000-08-20
64429,47,2000-08-14,2000-08-20
4352,22,2000-08-21,2000-08-27
4412,13,2000-08-28,2000-09-03
25636,45,2000-08-28,2000-09-03
4352,49,2000-09-18,2000-09-24
4184,43,2000-10-09,2000-10-15
88462,40,2000-10-30,2000-11-05
5410,10,2003-02-10,2003-02-16
11184,26,2003-02-24,2003-03-02
8239,49,2003-03-03,2003-03-09
5410,39,2003-03-10,2003-03-16
5510,16,2003-03-31,2003-04-06
14903,46,1998-08-24,1998-08-30
8352,17,1998-08-31,1998-09-06
14903,33,1998-09-07,1998-09-13
3734,5,1998-10-12,1998-10-18
3748,11,1998-10-12,1998-10-18
22846,47,1998-10-12,1998-10-18
14903,29,1998-10-26,1998-11-01
8352,14,1998-11-02,1998-11-08
10592,25,1998-11-02,1998-11-08
14903,37,1998-11-09,1998-11-15
10592,35,1998-11-16,1998-11-22
3767,13,1998-11-30,1998-12-06
3834,27,1998-12-14,1998-12-20
48421,35,1998-12-14,1998-12-20
4421,30,2000-11-27,2000-12-03
4538,4,2001-01-08,2001-01-14
4530,2,2001-01-29,2001-02-04
6672,20,2001-03-05,2001-03-11
4639,44,2001-03-12,2001-03-18
4641,25,2001-03-19,2001-03-25
4031,3,1999-11-01,1999-11-07
4035,4,1999-11-08,1999-11-14
4067,12,1999-12-13,1999-12-19
4118,43,1999-12-20,1999-12-26
4118,32,1999-12-27,2000-01-09
4024,11,2000-01-10,2000-01-16
4024,13,2000-01-17,2000-01-23
4134,12,2000-01-24,2000-01-30
4144,15,2000-01-31,2000-02-06
4125,25,2000-02-28,2000-03-05
4158,50,2000-02-28,2000-03-05
4205,18,2000-03-06,2000-03-12
4153,12,2000-03-13,2000-03-19
12084,45,2001-08-20,2001-08-26
108835,50,2001-08-20,2001-08-26
57842,33,2001-10-29,2001-11-04
4869,17,2001-11-12,2001-11-18
35236,44,1986-06-23,1986-06-29
9291,44,1986-06-30,1986-07-06
8705,31,1986-07-28,1986-08-03
9290,32,1986-08-18,1986-08-24
9807,29,1986-09-01,1986-09-07
8705,31,1986-09-08,1986-09-14
9807,37,1986-09-15,1986-09-21
50487,39,1989-12-25,1990-01-07
7200,11,1990-01-15,1990-01-21
8855,30,1990-01-29,1990-02-04
149650,33,1990-02-12,1990-02-18
2128,35,1990-03-26,1990-04-01
2087,28,1990-04-09,1990-04-15
2127,7,1990-05-07,1990-05-13
16165,12,1990-05-07,1990-05-13
31019,17,1990-05-14,1990-05-20
5606,10,2003-08-04,2003-08-10
12921,49,2003-08-18,2003-08-24
7126,30,2003-09-22,2003-09-28
70843,39,2003-10-13,2003-10-19
14173,46,2003-10-20,2003-10-26
5786,34,2003-10-27,2003-11-02
12085,34,2003-11-03,2003-11-09
610914,33,2014-10-24,2014-10-30
1702835,30,2017-10-27,2017-11-02
1667551,30,2017-11-03,2017-11-09
1711469,44,2017-12-08,2017-12-14
1692827,19,2017-12-15,2017-12-21
1712372,43,2017-12-15,2017-12-21
1692827,27,2018-01-12,2018-01-18
1699550,2,2018-01-26,2018-02-01
1721762,30,2018-02-23,2018-03-01
4641,35,2001-03-26,2001-04-01
4642,24,2001-05-21,2001-05-27
47349,40,2001-05-21,2001-05-27
47349,43,2001-07-02,2001-07-08
5737,27,2003-11-17,2003-11-23
12380,28,2003-12-15,2003-12-21
5737,50,2004-01-12,2004-01-18
14330,24,2004-02-16,2004-02-22
5994,6,2004-02-23,2004-02-29
5950,10,2004-03-08,2004-03-14
14330,37,2004-03-08,2004-03-14
5950,15,2004-03-15,2004-03-21
24899,42,2004-03-15,2004-03-21
5981,6,2004-03-29,2004-04-04
6026,9,2004-03-29,2004-04-04
23201,26,2004-03-29,2004-04-04
193012,48,2004-04-05,2004-04-11
4986,29,2001-12-17,2001-12-23
160639,44,2001-12-17,2001-12-23
7397,20,2002-01-07,2002-01-13
4953,44,2002-01-07,2002-01-13
9939,32,2002-03-04,2002-03-10
5080,39,2002-03-11,2002-03-17
5064,3,2002-03-18,2002-03-24
5066,4,2002-03-18,2002-03-24
17860,45,2002-03-18,2002-03-24
17860,49,2002-04-15,2002-04-21
6234,44,2004-08-16,2004-08-22
45692,24,2004-08-23,2004-08-29
6188,48,2004-08-23,2004-08-29
49816,30,2004-08-30,2004-09-05
48771,47,2004-09-06,2004-09-12
6343,11,2004-09-13,2004-09-19
39967,29,2004-09-20,2004-09-26
6232,48,2004-09-20,2004-09-26
6343,5,2004-10-04,2004-10-10
39967,29,2004-10-04,2004-10-10
16302,31,2004-10-04,2004-10-10
6343,4,2004-10-11,2004-10-17
56921,41,2004-10-18,2004-10-24
6312,17,2004-10-25,2004-10-31
63476,50,2004-10-25,2004-10-31
6341,44,2004-11-08,2004-11-14
64293,25,2004-11-22,2004-11-28
6312,33,2004-11-22,2004-11-28
6312,30,2004-11-29,2004-12-05
66236,49,2004-12-06,2004-12-12
6424,9,2004-12-13,2004-12-19
4420,29,2000-08-28,2000-09-03
4336,29,2000-09-11,2000-09-17
4480,33,2000-09-25,2000-10-01
4480,34,2000-10-09,2000-10-15
88462,38,2000-10-23,2000-10-29
4479,6,2000-10-30,2000-11-05
4494,14,2000-11-20,2000-11-26
4538,15,2000-11-27,2000-12-03
4479,4,2000-12-04,2000-12-10
4567,4,2001-01-15,2001-01-21
101244,35,2002-05-13,2002-05-19
19941,33,2002-07-15,2002-07-21
53091,36,2002-07-22,2002-07-28
5199,10,2002-07-29,2002-08-04
5267,1,2002-08-26,2002-09-01
5264,6,2002-09-02,2002-09-08
12615,49,2002-09-02,2002-09-08
1725566,38,2018-03-02,2018-03-08
1725566,32,2018-03-09,2018-03-15
1741953,39,2018-03-09,2018-03-15
1716974,28,2018-03-23,2018-03-29
1750921,2,2018-04-20,2018-04-26
1752142,39,2018-04-20,2018-04-26
1752702,37,2018-04-27,2018-05-03
1752340,38,2018-05-18,2018-05-24
1752136,41,2018-05-18,2018-05-24
1750921,23,2018-05-25,2018-05-31
1764236,41,2018-05-25,2018-05-31
1766193,41,2018-06-08,2018-06-14
1759680,25,2018-06-15,2018-06-21
1769403,6,2018-06-29,2018-07-05
1766010,8,2018-06-29,2018-07-05
1774484,24,2018-06-29,2018-07-05
1752136,38,2018-06-29,2018-07-05
1759680,45,2018-06-29,2018-07-05
1771499,18,2018-07-06,2018-07-12
1756553,12,2018-07-13,2018-07-19
1131,41,1984-07-02,1984-07-08
7347,43,1984-08-13,1984-08-19
7347,50,1984-08-20,1984-08-26
7324,6,1984-09-10,1984-09-16
1178,35,1984-09-10,1984-09-16
1178,37,1984-10-08,1984-10-14
1178,46,1984-10-15,1984-10-21
1169,4,1984-10-29,1984-11-04
1169,3,1984-11-12,1984-11-18
1169,10,1984-12-03,1984-12-09
15822,46,1984-12-03,1984-12-09
11997,47,1984-12-24,1985-01-06
1230,22,1985-01-07,1985-01-13
10822,38,1985-01-07,1985-01-13
14330,48,2004-04-19,2004-04-25
23935,22,2004-04-26,2004-05-02
5981,19,2004-05-03,2004-05-09
20889,14,2004-05-10,2004-05-16
17247,17,2004-05-10,2004-05-16
23935,44,2004-05-31,2004-06-06
27673,18,2004-06-07,2004-06-13
20889,27,2004-06-14,2004-06-20
6138,12,2004-06-21,2004-06-27
27673,17,2004-06-21,2004-06-27
32287,37,2004-06-21,2004-06-27
27673,27,2004-07-12,2004-07-18
46019,37,2004-08-02,2004-08-08
17502,17,1981-04-20,1981-04-26
17501,7,1981-05-25,1981-05-31
17505,43,1981-05-25,1981-05-31
17501,9,1981-06-15,1981-06-21
17501,6,1981-06-22,1981-06-28
160211,28,1981-07-06,1981-07-12
17501,7,1981-07-20,1981-07-26
41211,33,1981-07-20,1981-07-26
160211,31,1981-08-03,1981-08-09
6513,26,2004-12-27,2005-01-02
6513,21,2005-01-31,2005-02-06
6424,15,2005-02-14,2005-02-20
65775,29,2005-02-14,2005-02-20
81882,40,2005-02-14,2005-02-20
6513,20,2005-02-28,2005-03-06
6472,3,2005-03-07,2005-03-13
6419,5,2005-03-28,2005-04-03
6419,16,2005-04-25,2005-05-01
97245,27,2005-04-25,2005-05-01
89849,7,2005-05-02,2005-05-08
102275,48,2005-05-02,2005-05-08
6407,28,2005-05-09,2005-05-15
6419,34,2005-05-09,2005-05-15
6483,12,2005-05-16,2005-05-22
97245,38,2005-05-16,2005-05-22
15353,25,1982-04-12,1982-04-18
9288,40,1982-04-26,1982-05-02
13630,42,1982-04-26,1982-05-02
849,28,1982-05-03,1982-05-09
7327,35,1982-05-03,1982-05-09
105879,21,1982-05-17,1982-05-23
83132,29,1982-05-17,1982-05-23
7327,24,1982-05-24,1982-05-30
832,13,1982-05-31,1982-06-06
10698,24,1982-06-07,1982-06-13
7333,28,1982-06-14,1982-06-20
842,2,1982-06-21,1982-06-27
809,10,1982-06-28,1982-07-04
27014,30,1982-06-28,1982-07-04
10698,40,1982-06-28,1982-07-04
848,4,1982-07-05,1982-07-11
15453,45,1982-07-05,1982-07-11
20865,47,1982-07-19,1982-07-25
869,19,1982-07-26,1982-08-01
66928,43,1982-07-26,1982-08-01
15426,29,1982-08-09,1982-08-15
7319,1,1982-08-16,1982-08-22
9243,22,1982-08-16,1982-08-22
833,28,1982-08-23,1982-08-29
869,1,1982-08-30,1982-09-05
66928,47,1982-09-06,1982-09-12
27014,46,1982-09-13,1982-09-19
864,5,1982-09-20,1982-09-26
20865,20,1982-09-20,1982-09-26
15428,43,1982-10-11,1982-10-17
7319,26,1982-10-18,1982-10-24
864,15,1982-10-25,1982-10-31
15428,19,1982-10-25,1982-10-31
26755,23,1982-11-08,1982-11-14
6819,17,2002-09-09,2002-09-15
5264,10,2002-09-16,2002-09-22
5317,8,2002-10-14,2002-10-20
44831,22,2002-11-18,2002-11-24
5458,22,2003-01-20,2003-01-26
89849,25,2005-05-30,2005-06-05
6483,33,2005-06-06,2005-06-12
61889,41,2005-06-06,2005-06-12
60176,33,2005-06-13,2005-06-19
114892,10,2005-06-20,2005-06-26
6473,41,2005-07-04,2005-07-10
114892,18,2005-07-11,2005-07-17
116606,23,2005-07-18,2005-07-24
116606,14,2005-08-15,2005-08-21
114892,41,2005-08-15,2005-08-21
118860,6,2005-08-22,2005-08-28
116606,15,2005-08-29,2005-09-04
116606,21,2005-09-12,2005-09-18
136740,44,2005-09-19,2005-09-25
1191,23,1985-01-21,1985-01-27
1230,8,1985-02-04,1985-02-10
1230,6,1985-02-11,1985-02-17
14165,30,1985-02-18,1985-02-24
14165,26,1985-02-25,1985-03-03
1230,12,1985-03-18,1985-03-24
1242,42,1985-03-18,1985-03-24
8601,29,1985-04-29,1985-05-05
1274,8,1985-06-10,1985-06-16
902593,13,2012-01-27,2012-02-02
852615,43,2012-01-27,2012-02-02
890846,47,2012-02-17,2012-02-23
973268,8,2012-03-30,2012-04-05
970879,11,2012-03-30,2012-04-05
990585,30,2012-03-30,2012-04-05
970879,12,2012-04-06,2012-04-12
835544,47,2012-04-06,2012-04-12
965748,39,2012-04-20,2012-04-26
14870,10,1981-09-14,1981-09-20
753,45,1981-10-05,1981-10-11
114911,21,1981-10-19,1981-10-25
17504,21,1981-10-26,1981-11-01
15413,6,1981-11-02,1981-11-08
8605,15,1981-11-16,1981-11-22
8605,23,1981-11-23,1981-11-29
813,1,1981-12-07,1981-12-13
13630,23,1981-12-07,1981-12-13
99191,45,1981-12-07,1981-12-13
811,35,1982-02-01,1982-02-07
15349,43,1982-02-08,1982-02-14
15349,24,1982-02-22,1982-02-28
25457,39,1982-03-01,1982-03-07
802,36,1982-03-22,1982-03-28
25457,45,1982-03-22,1982-03-28
10930,34,1982-03-29,1982-04-04
832,3,1982-04-05,1982-04-11
833,36,1982-04-05,1982-04-11
18747,42,1982-04-05,1982-04-11
43144,49,1985-07-22,1985-07-28
17517,39,1985-07-29,1985-08-04
1274,44,1985-07-29,1985-08-04
14164,17,1985-08-26,1985-09-01
43144,28,1985-09-02,1985-09-08
9222,18,1985-09-16,1985-09-22
9222,39,1985-10-07,1985-10-13
17520,42,1985-10-07,1985-10-13
17519,43,1985-10-14,1985-10-20
14164,49,1985-10-28,1985-11-03
1378,22,1985-12-02,1985-12-08
7325,17,1986-01-06,1986-01-12
1395,30,1986-01-13,1986-01-19
1378,30,1986-01-20,1986-01-26
15462,8,1982-11-29,1982-12-05
20865,16,1982-11-29,1982-12-05
7337,35,1982-11-29,1982-12-05
20402,10,1982-12-06,1982-12-12
17251,17,1982-12-06,1982-12-12
160136,39,1982-12-06,1982-12-12
15462,11,1982-12-13,1982-12-19
15462,5,1982-12-20,1982-12-26
17251,15,1982-12-20,1982-12-26
7329,8,1982-12-27,1983-01-02
883,27,1982-12-27,1983-01-02
15428,45,1982-12-27,1983-01-02
869,16,1983-01-03,1983-01-09
18752,24,1983-01-03,1983-01-09
157452,25,1983-01-03,1983-01-09
7320,15,1983-01-10,1983-01-16
941,35,1983-01-10,1983-01-16
17251,15,1983-01-17,1983-01-23
7320,32,1983-01-24,1983-01-30
20402,47,1983-02-07,1983-02-13
941,6,1983-02-14,1983-02-20
15462,27,1983-02-14,1983-02-20
160136,48,1983-02-14,1983-02-20
922,2,1983-03-14,1983-03-20
7326,5,1983-03-21,1983-03-27
911,31,1983-03-21,1983-03-27
132493,47,1983-03-21,1983-03-27
7340,26,1983-03-28,1983-04-03
12853,48,1983-03-28,1983-04-03
932,19,1983-04-04,1983-04-10
916,10,1983-04-18,1983-04-24
7338,17,1983-04-25,1983-05-01
932,29,1983-04-25,1983-05-01
17510,18,1983-05-02,1983-05-08
7326,19,1983-05-09,1983-05-15
7340,38,1983-05-09,1983-05-15
7338,11,1983-05-16,1983-05-22
7332,23,1983-05-16,1983-05-22
17539,27,1986-12-22,1987-01-04
1552,11,1987-02-02,1987-02-08
134484,29,2005-09-26,2005-10-02
116606,38,2005-09-26,2005-10-02
145270,14,2005-10-10,2005-10-16
130657,22,2005-10-10,2005-10-16
130657,28,2005-10-17,2005-10-23
142745,38,2005-10-17,2005-10-23
100034,48,2005-10-17,2005-10-23
120550,18,2005-10-31,2005-11-03
145270,21,2005-10-31,2005-11-03
133685,25,2005-10-31,2005-11-03
153669,22,2005-11-04,2005-11-10
99293,9,2005-11-11,2005-11-17
155433,18,2005-11-18,2005-11-24
133685,38,2005-11-18,2005-11-24
99293,19,2005-12-09,2005-12-15
161244,23,2005-12-23,2005-12-29
120550,43,2005-12-30,2006-01-05
153697,37,2006-01-06,2006-01-12
150302,3,2006-01-13,2006-01-19
160928,15,2006-01-13,2006-01-19
150302,3,2006-01-20,2006-01-26
161244,25,2006-01-27,2006-02-02
167219,21,2006-02-17,2006-02-23
1422229,41,2017-01-13,2017-01-19
17510,19,1983-05-30,1983-06-05
976,32,1983-05-30,1983-06-05
946,7,1983-06-20,1983-06-26
7261,8,1983-06-27,1983-07-03
7261,17,1983-07-04,1983-07-10
15460,39,1983-07-04,1983-07-10
13063,43,1983-08-08,1983-08-14
966,1,1983-08-22,1983-08-28
7341,24,1983-08-29,1983-09-04
1034,6,1983-12-26,1984-01-01
9285,45,1983-12-26,1984-01-01
996662,9,2012-05-11,2012-05-17
1016367,14,2012-06-15,2012-06-21
932555,23,2012-06-22,2012-06-28
973268,46,2012-06-29,2012-07-05
1026579,34,2012-07-20,2012-07-26
977738,14,2012-08-10,2012-08-16
1286049,33,2014-10-31,2014-11-06
1282018,29,2014-12-05,2014-12-11
1276459,50,2014-12-12,2014-12-18
1282018,31,2014-12-19,2014-12-25
610914,26,2014-12-26,2015-01-01
1193638,47,2015-01-16,2015-01-22
1199079,24,2015-01-30,2015-02-05
1367509,32,2015-02-20,2015-02-26
7921,10,1986-02-03,1986-02-09
1365,1,1986-02-24,1986-03-02
14155,33,1986-04-14,1986-04-20
7930,42,1986-05-19,1986-05-25
1423,13,1986-05-26,1986-06-01
1042747,11,2012-08-24,2012-08-30
932555,31,2012-08-24,2012-08-30
1052552,32,2012-08-31,2012-09-06
1042747,18,2012-09-21,2012-09-27
1041641,20,2012-09-21,2012-09-27
1057846,19,2012-11-02,2012-11-08
1074548,45,2012-11-09,2012-11-15
1081683,43,2012-11-16,2012-11-22
1069579,10,2012-12-07,2012-12-13
1043927,16,2012-12-21,2012-12-27
977738,44,2012-12-28,2013-01-03
1043927,11,2013-01-04,2013-01-10
977738,36,2013-01-04,2013-01-10
99682,50,1987-02-23,1987-03-01
9815,46,1987-03-30,1987-04-05
58718,35,1987-04-20,1987-04-26
8602,37,1987-05-04,1987-05-10
8602,20,1987-06-01,1987-06-07
17527,38,1987-07-13,1987-07-19
15881,5,1987-07-20,1987-07-26
1129706,19,2013-05-31,2013-06-06
1153823,19,2013-06-21,2013-06-27
1129870,25,2013-06-21,2013-06-27
1114795,36,2013-06-28,2013-07-04
1168499,39,2013-07-05,2013-07-11
1163609,40,2013-07-05,2013-07-11
1144175,33,2013-07-12,2013-07-18
1114795,32,2013-07-19,2013-07-25
1129861,36,2013-08-02,2013-08-08
1168499,41,2013-08-02,2013-08-08
1114795,33,2013-08-09,2013-08-15
1148163,32,2013-08-16,2013-08-22
1137766,16,2013-08-23,2013-08-29
1125750,48,2013-09-06,2013-09-12
1188201,35,2013-09-13,2013-09-19
8600,50,1984-01-09,1984-01-15
1034,7,1984-01-16,1984-01-22
1043,1,1984-01-23,1984-01-29
1043,1,1984-01-30,1984-02-05
1034,11,1984-02-13,1984-02-19
1034,14,1984-02-20,1984-02-26
1074,19,1984-04-02,1984-04-08
18746,41,1984-04-02,1984-04-08
25995,50,1984-04-09,1984-04-15
15815,36,1984-04-16,1984-04-22
9802,50,1984-04-16,1984-04-22
1090,22,1984-04-30,1984-05-06
1100,14,1984-05-07,1984-05-13
1073,21,1984-05-07,1984-05-13
759131,18,2011-05-06,2011-05-12
815088,36,2011-05-13,2011-05-19
839664,44,2011-06-17,2011-06-23
813591,19,2011-07-22,2011-07-28
1282018,49,2015-03-20,2015-03-26
1367509,20,2015-04-03,2015-04-09
1288533,23,2015-05-08,2015-05-14
1378916,10,2015-05-15,2015-05-21
1414128,40,2015-05-22,2015-05-28
1286049,31,2015-05-29,2015-06-04
1414128,47,2015-05-29,2015-06-04
1410134,26,2015-06-12,2015-06-18
3047,2,1995-07-03,1995-07-09
9286,19,1995-07-17,1995-07-23
3005,30,1995-07-17,1995-07-23
9286,10,1995-08-07,1995-08-13
57482,31,1995-08-07,1995-08-13
57482,32,1995-08-28,1995-09-03
3081,24,1995-09-04,1995-09-10
3047,33,1995-09-04,1995-09-10
3053,14,1995-09-11,1995-09-17
18726,47,1995-09-11,1995-09-17
3131,12,1995-10-16,1995-10-22
3088,3,1995-11-13,1995-11-19
1025874,32,2013-01-25,2013-01-31
1040710,41,2013-02-01,2013-02-07
1060330,28,2013-02-15,2013-02-21
1115472,40,2013-03-15,2013-03-21
1109384,38,2013-04-12,2013-04-18
1129861,15,2013-05-17,2013-05-23
43146,31,1989-09-18,1989-09-24
1398781,15,2015-08-21,2015-08-27
1448962,45,2015-08-21,2015-08-27
1462425,44,2015-08-28,2015-09-03
1425391,8,2015-09-04,2015-09-10
1420414,18,2015-09-11,2015-09-17
1420414,13,2015-09-25,2015-10-01
1443231,16,2015-09-25,2015-10-01
1420414,2,2015-10-30,2015-11-05
1459064,15,2015-10-30,2015-11-05
1443231,42,2015-10-30,2015-11-05
1443231,49,2015-11-06,2015-11-12
1459064,18,2015-11-27,2015-12-03
1398781,50,2015-12-04,2015-12-10
1120582,25,2013-10-11,2013-10-17
1199860,30,2013-10-25,2013-10-31
1165731,41,2013-11-01,2013-11-07
1211714,48,2013-12-06,2013-12-12
1216404,23,2014-01-24,2014-01-30
1535722,9,2016-04-29,2016-05-05
1549009,1,2016-05-13,2016-05-19
1500562,33,2016-05-13,2016-05-19
1549010,37,2016-05-13,2016-05-19
1459231,10,2016-05-27,2016-06-02
1459231,19,2016-06-17,2016-06-23
1558008,36,2016-07-01,2016-07-07
1535722,5,2016-07-08,2016-07-14
1459231,26,2016-07-15,2016-07-21
1587265,48,2016-09-09,2016-09-15
835544,10,2011-10-07,2011-10-13
852615,5,2011-10-14,2011-10-20
837453,32,2011-10-14,2011-10-20
837453,47,2011-10-21,2011-10-27
840625,44,2011-11-04,2011-11-10
893905,41,2011-11-11,2011-11-17
