LIED_ID,POSITION,DATUM_VON,DATUM_BIS
498670,31,2009-01-02,2009-01-08
335448,32,2009-01-09,2009-01-15
472424,34,2009-01-09,2009-01-15
283118,46,2009-01-09,2009-01-15
520718,9,2009-01-16,2009-01-22
498670,40,2009-01-16,2009-01-22
498670,43,2009-01-23,2009-01-29
548928,5,2009-01-30,2009-02-05
492879,26,2009-02-06,2009-02-12
549043,1,2009-03-06,2009-03-12
215536,34,2006-12-22,2006-12-28
263232,47,2006-12-22,2006-12-28
150302,28,2006-12-29,2007-01-04
263232,38,2006-12-29,2007-01-04
186912,35,2007-01-05,2007-01-11
256434,30,2007-01-12,2007-01-18
470326,39,2009-07-10,2009-07-16
548881,36,2009-08-28,2009-09-03
17860,25,2009-09-11,2009-09-17
602925,13,2009-09-18,2009-09-24
607093,30,2009-09-18,2009-09-24
574251,10,2009-09-25,2009-10-01
596878,21,2009-09-25,2009-10-01
602925,23,2009-10-09,2009-10-15
604067,24,2009-10-16,2009-10-22
602925,31,2009-10-16,2009-10-22
17860,35,2009-10-23,2009-10-29
604595,16,2009-11-13,2009-11-19
624628,1,2009-11-27,2009-12-03
615802,3,2009-12-04,2009-12-10
574251,26,2009-12-04,2009-12-10
648460,26,2009-12-18,2009-12-24
629901,14,2010-01-08,2010-01-14
558907,16,2010-01-08,2010-01-14
615802,8,2010-01-22,2010-01-28
604595,31,2010-01-29,2010-02-04
39967,32,2004-09-27,2004-10-03
6228,38,2004-09-27,2004-10-03
6272,13,2004-10-04,2004-10-10
23704,16,2004-10-04,2004-10-10
49816,37,2004-10-04,2004-10-10
150302,36,2007-01-26,2007-02-01
83792,36,2007-02-23,2007-03-01
283111,5,2007-03-02,2007-03-08
268907,18,2007-03-02,2007-03-08
245373,29,2007-03-09,2007-03-15
288898,26,2007-03-16,2007-03-22
283111,21,2007-03-30,2007-04-05
283118,1,2007-04-06,2007-04-12
283118,1,2007-04-13,2007-04-19
284613,26,2007-05-04,2007-05-10
284613,33,2007-05-11,2007-05-17
302121,46,2007-05-11,2007-05-17
302121,41,2007-06-01,2007-06-07
320356,28,2007-06-08,2007-06-14
305104,30,2007-06-29,2007-07-05
306811,37,2007-07-13,2007-07-19
321342,42,2007-08-10,2007-08-16
338233,19,2007-08-24,2007-08-30
338135,36,2007-09-14,2007-09-20
346136,12,2007-09-21,2007-09-27
9243,33,1982-11-01,1982-11-07
869,4,1982-11-08,1982-11-14
25242,39,1982-11-08,1982-11-14
20402,12,1982-11-15,1982-11-21
893,2,1982-11-22,1982-11-28
7320,3,1982-11-22,1982-11-28
869,19,1982-12-13,1982-12-19
20402,24,1982-12-20,1982-12-26
104088,46,1982-12-20,1982-12-26
932,27,1983-01-03,1983-01-09
17251,19,1983-01-10,1983-01-16
941,21,1983-01-17,1983-01-23
869,27,1983-01-24,1983-01-30
20865,48,1983-01-24,1983-01-30
16165,24,1990-04-09,1990-04-15
16165,9,1990-04-30,1990-05-06
31019,17,1990-05-21,1990-05-27
2128,14,1990-05-28,1990-06-03
16165,11,1990-06-04,1990-06-10
16165,13,1990-06-11,1990-06-17
2127,1,1990-08-13,1990-08-19
18757,17,1990-08-13,1990-08-19
31892,24,1990-09-03,1990-09-09
16165,41,1990-09-03,1990-09-09
2171,5,1990-09-10,1990-09-16
31892,11,1990-09-10,1990-09-16
16165,50,1990-09-24,1990-09-30
544229,44,2009-03-20,2009-03-26
548928,16,2009-03-27,2009-04-02
548881,30,2009-04-10,2009-04-16
549808,46,2009-04-10,2009-04-16
1365,3,1986-03-24,1986-03-30
1423,2,1986-03-31,1986-04-06
1365,20,1986-04-14,1986-04-20
26036,42,1986-04-14,1986-04-20
7930,44,1986-04-14,1986-04-20
1410,16,1986-04-21,1986-04-27
8704,32,1986-06-02,1986-06-08
8705,16,1986-08-18,1986-08-24
17525,32,1986-08-25,1986-08-31
9807,33,1986-09-08,1986-09-14
8705,44,1986-09-15,1986-09-21
158923,44,1986-10-20,1986-10-26
9799,29,1986-12-01,1986-12-07
8853,37,1986-12-15,1986-12-21
558907,29,2010-02-12,2010-02-18
438407,49,2010-02-12,2010-02-18
548881,30,2010-02-19,2010-02-25
629901,35,2010-02-19,2010-02-25
663459,40,2010-02-19,2010-02-25
624628,29,2010-02-26,2010-03-04
19613,19,1989-06-12,1989-06-18
43146,30,1989-06-26,1989-07-02
2019,36,1989-07-24,1989-07-30
2019,27,1989-08-14,1989-08-20
12679,33,1989-08-21,1989-08-27
12679,42,1989-09-04,1989-09-10
36702,50,1989-12-04,1989-12-10
8855,27,1989-12-18,1989-12-24
149650,23,1989-12-25,1990-01-07
275889,48,2007-09-28,2007-10-04
346819,2,2007-10-12,2007-10-18
319452,4,2007-10-12,2007-10-18
635412,29,2010-03-19,2010-03-25
660660,14,2010-04-16,2010-04-22
616066,22,2010-04-30,2010-05-06
615802,36,2010-04-30,2010-05-06
615802,35,2010-05-07,2010-05-13
687497,39,2010-06-18,2010-06-24
660660,42,2010-06-18,2010-06-24
716578,47,2010-06-25,2010-07-01
721230,5,2010-07-09,2010-07-15
721230,5,2010-07-16,2010-07-22
703899,45,2010-07-23,2010-07-29
679072,47,2010-08-06,2010-08-12
728208,15,2010-10-08,2010-10-14
728208,16,2010-10-15,2010-10-21
712355,27,2010-10-22,2010-10-28
2127,14,1990-10-15,1990-10-21
2127,26,1990-11-05,1990-11-11
2127,34,1990-11-12,1990-11-18
1588665,9,2017-01-06,2017-01-12
1459231,39,2017-01-06,2017-01-12
1615387,47,2017-02-03,2017-02-09
1542701,44,2017-02-10,2017-02-16
1615388,50,2017-02-17,2017-02-23
1422229,42,2017-02-24,2017-03-02
1571054,49,2017-02-24,2017-03-02
1636093,37,2017-03-03,2017-03-09
1646359,27,2017-04-07,2017-04-13
1588665,32,2017-04-21,2017-04-27
1646359,26,2017-04-28,2017-05-04
1659915,9,2017-06-02,2017-06-08
1662308,32,2017-06-09,2017-06-15
1645746,41,2017-06-09,2017-06-15
50203,40,1987-02-09,1987-02-15
9299,6,1987-02-23,1987-03-01
1552,30,1987-03-09,1987-03-15
9815,50,1987-03-23,1987-03-29
1331,23,1985-12-23,1986-01-05
1069579,13,2013-01-18,2013-01-24
912769,24,2013-01-18,2013-01-24
1025874,37,2013-02-01,2013-02-07
1069579,14,2013-02-08,2013-02-14
1060330,24,2013-02-08,2013-02-14
1095928,49,2013-02-08,2013-02-14
1109384,27,2013-03-29,2013-04-04
1114795,32,2013-06-21,2013-06-27
1090002,39,2013-06-21,2013-06-27
1137766,4,2013-06-28,2013-07-04
1129861,34,2013-06-28,2013-07-04
1114795,30,2013-07-12,2013-07-18
1172786,19,2013-07-26,2013-08-01
1132020,32,2013-08-09,2013-08-15
1132020,31,2013-08-16,2013-08-22
22609,31,1990-02-05,1990-02-11
1137766,43,2013-10-18,2013-10-24
1187468,50,2013-11-01,2013-11-07
1137766,50,2013-11-15,2013-11-21
1216404,7,2013-12-06,2013-12-12
1179491,40,2013-12-06,2013-12-12
1179491,42,2014-01-03,2014-01-09
607093,50,2014-01-31,2014-02-06
1195114,10,2014-02-14,2014-02-20
1221221,11,2014-02-28,2014-03-06
1205651,26,2014-03-14,2014-03-20
1222103,32,2014-03-14,2014-03-20
1208819,47,2014-03-14,2014-03-20
1256967,50,2014-03-14,2014-03-20
1222103,16,2014-03-28,2014-04-03
1254672,13,2014-04-25,2014-05-01
1277176,12,2014-05-09,2014-05-15
1193635,24,2014-05-09,2014-05-15
1281707,19,2014-05-16,2014-05-22
1265906,45,2014-05-16,2014-05-22
1590267,23,2016-10-28,2016-11-03
1606309,49,2016-10-28,2016-11-03
1570624,30,2016-11-11,2016-11-17
1594877,41,2016-11-18,2016-11-24
1542701,15,2016-11-25,2016-12-01
1548873,27,2016-11-25,2016-12-01
1570624,39,2016-11-25,2016-12-01
1594877,50,2016-11-25,2016-12-01
1590267,18,2016-12-02,2016-12-08
1074,26,1984-02-20,1984-02-26
1074,16,1984-03-05,1984-03-11
8600,41,1984-03-05,1984-03-11
15815,33,1984-04-09,1984-04-15
1073,15,1984-04-30,1984-05-06
1073,31,1984-05-28,1984-06-03
7324,9,1984-07-23,1984-07-29
15819,30,1984-09-03,1984-09-09
15819,47,1984-09-24,1984-09-30
25696,46,1984-10-08,1984-10-14
17514,48,1984-10-15,1984-10-21
7923,35,1984-10-29,1984-11-04
1659915,12,2017-06-23,2017-06-29
1657085,48,2017-06-23,2017-06-29
1664052,44,2017-06-30,2017-07-06
1678544,6,2017-07-21,2017-07-27
1559698,23,2017-07-21,2017-07-27
1676847,21,2017-07-28,2017-08-03
1668701,27,2017-07-28,2017-08-03
17532,31,1987-04-27,1987-05-03
26016,50,1987-05-04,1987-05-10
9815,49,1987-05-11,1987-05-17
8606,45,1987-07-06,1987-07-12
15881,5,1987-07-27,1987-08-02
22337,48,1987-08-17,1987-08-23
16417,23,1987-09-07,1987-09-13
155636,43,1987-09-28,1987-10-04
158849,46,1987-10-19,1987-10-25
8604,30,1987-11-30,1987-12-06
10530,36,1988-02-01,1988-02-07
17544,21,1988-02-15,1988-02-21
1187468,39,2013-10-11,2013-10-17
1122673,46,2013-10-11,2013-10-17
1665832,25,2017-08-25,2017-08-31
1667551,15,2017-09-22,2017-09-28
1660856,40,2017-09-22,2017-09-28
1684482,41,2017-09-22,2017-09-28
1696097,46,2017-09-29,2017-10-05
1667551,23,2017-10-06,2017-10-12
1668701,42,2017-10-06,2017-10-12
1660856,42,2017-10-20,2017-10-26
1667551,32,2017-10-27,2017-11-02
1688674,21,2017-11-03,2017-11-09
1696095,45,2017-11-03,2017-11-09
1656038,47,2017-11-03,2017-11-09
1667551,38,2017-11-10,2017-11-16
1702835,48,2017-11-17,2017-11-23
1706278,31,2017-11-24,2017-11-30
1699550,1,2017-12-01,2017-12-07
1716960,7,2017-12-08,2017-12-14
1698416,29,2017-12-08,2017-12-14
1718524,8,2017-12-15,2017-12-21
1701336,47,2017-12-15,2017-12-21
1714226,31,2017-12-22,2017-12-28
1719182,31,2017-12-29,2018-01-04
1688674,37,2018-01-12,2018-01-18
1716974,13,2018-01-26,2018-02-01
1719182,35,2018-02-02,2018-02-08
1716974,14,2018-02-09,2018-02-15
1699550,1,2018-02-16,2018-02-22
1716974,15,2018-02-16,2018-02-22
1736685,3,2018-03-02,2018-03-08
1699550,7,2018-03-16,2018-03-22
1739829,36,2018-03-16,2018-03-22
1738139,50,2018-03-16,2018-03-22
1699550,11,2018-03-30,2018-04-05
1193635,44,2014-06-13,2014-06-19
610914,25,2014-06-20,2014-06-26
82663,43,1990-02-26,1990-03-04
7200,36,1990-03-05,1990-03-11
16165,11,1990-04-16,1990-04-22
2119,10,1990-04-23,1990-04-29
84096,31,1990-04-30,1990-05-06
88564,15,1990-06-11,1990-06-17
2119,27,1990-06-11,1990-06-17
2128,39,1990-06-25,1990-07-01
2119,41,1990-06-25,1990-07-01
2106,17,1990-07-09,1990-07-15
17846,48,1990-08-13,1990-08-19
16165,39,1990-08-20,1990-08-26
16165,46,1990-08-27,1990-09-02
11838,36,1990-09-10,1990-09-16
2127,5,1990-09-17,1990-09-23
16165,47,1990-10-01,1990-10-07
31892,14,1990-10-08,1990-10-14
2127,20,1990-10-29,1990-11-04
1169,3,1984-11-19,1984-11-25
17514,42,1984-11-26,1984-12-02
17514,48,1985-01-14,1985-01-20
9804,29,1983-11-14,1983-11-20
1043,32,1983-11-21,1983-11-27
1043,25,1983-11-28,1983-12-04
26893,46,1983-12-05,1983-12-11
26735,49,1983-12-19,1983-12-25
1014,27,1983-12-26,1984-01-01
26735,39,1983-12-26,1984-01-01
1042,8,1984-01-02,1984-01-08
1014,28,1984-01-09,1984-01-15
11935,35,1984-01-09,1984-01-15
1014,34,1984-01-16,1984-01-22
1034,3,1984-01-23,1984-01-29
9802,46,1984-03-05,1984-03-11
48299,50,1984-03-19,1984-03-25
1090,11,1984-04-09,1984-04-15
1083,32,1984-04-09,1984-04-15
8600,32,1984-04-16,1984-04-22
8600,41,1984-04-23,1984-04-29
18746,47,1984-04-30,1984-05-06
1098,31,1984-05-07,1984-05-13
1098,28,1984-05-14,1984-05-20
8321,39,1984-06-04,1984-06-10
7324,7,1984-08-06,1984-08-12
1410749,23,2015-10-09,2015-10-15
1459064,29,2015-10-09,2015-10-15
1288535,34,2015-10-09,2015-10-15
1286047,45,2015-10-23,2015-10-29
1485681,48,2015-10-23,2015-10-29
1417256,35,2015-11-06,2015-11-12
1474938,38,2015-11-13,2015-11-19
1488900,18,2015-12-04,2015-12-10
1452181,18,2016-01-01,2016-01-07
94747,38,2005-04-18,2005-04-24
76445,46,2005-04-18,2005-04-24
102275,39,2005-04-25,2005-05-01
6492,40,2005-04-25,2005-05-01
89849,13,2005-05-09,2005-05-15
6472,27,2005-05-09,2005-05-15
104926,20,2005-05-23,2005-05-29
61889,34,2005-05-23,2005-05-29
6473,27,2005-05-30,2005-06-05
6483,35,2005-06-20,2005-06-26
95907,8,2005-06-27,2005-07-03
102276,9,2005-06-27,2005-07-03
102276,14,2005-07-18,2005-07-24
116981,40,2005-07-18,2005-07-24
108398,7,2005-08-01,2005-08-07
108398,6,2005-08-15,2005-08-21
134796,33,2005-08-15,2005-08-21
100034,38,2005-08-15,2005-08-21
130305,18,2005-08-22,2005-08-28
131015,1,2005-08-29,2005-09-04
131015,1,2005-09-05,2005-09-11
131015,1,2005-09-12,2005-09-18
95907,42,2005-09-12,2005-09-18
130305,11,2005-09-19,2005-09-25
1555425,41,2016-08-12,2016-08-18
1576972,42,2016-09-02,2016-09-08
1580059,33,2016-09-09,2016-09-15
1558014,25,2016-09-16,2016-09-22
1581187,34,2016-09-16,2016-09-22
1588664,36,2016-09-16,2016-09-22
1558014,32,2016-09-30,2016-10-06
159640,8,2005-12-23,2005-12-29
99293,35,2006-01-27,2006-02-02
157974,19,2006-02-10,2006-02-16
176894,38,2006-02-10,2006-02-16
167219,37,2006-02-24,2006-03-02
186813,39,2006-03-17,2006-03-23
150302,29,2006-03-31,2006-04-06
173758,6,2006-04-14,2006-04-20
186286,14,2006-04-21,2006-04-27
179491,42,2006-05-05,2006-05-11
209598,34,2006-06-23,2006-06-29
199178,37,2006-06-23,2006-06-29
188426,47,2006-06-23,2006-06-29
145137,45,2006-07-07,2006-07-13
1265906,30,2014-04-25,2014-05-01
1281707,10,2014-05-02,2014-05-08
1265906,27,2014-05-02,2014-05-08
1265906,29,2014-05-09,2014-05-15
1276459,2,2014-05-16,2014-05-22
1254672,32,2014-05-16,2014-05-22
1222103,42,2014-05-23,2014-05-29
1285656,46,2014-05-30,2014-06-05
1282018,3,2014-06-20,2014-06-26
1287454,45,2014-06-27,2014-07-03
1199079,8,2014-07-11,2014-07-17
5731,26,2003-09-22,2003-09-28
5621,14,2003-10-06,2003-10-12
5854,37,2003-11-03,2003-11-09
5832,26,2003-11-10,2003-11-16
5621,37,2003-11-10,2003-11-16
5832,44,2003-11-17,2003-11-23
5621,45,2003-11-17,2003-11-23
5865,3,2003-12-15,2003-12-21
5808,21,2003-12-15,2003-12-21
5915,20,2003-12-22,2004-01-04
12380,32,2004-02-02,2004-02-08
5950,6,2004-02-16,2004-02-22
5981,1,2004-03-08,2004-03-14
1365522,18,2014-12-26,2015-01-01
1282018,37,2014-12-26,2015-01-01
1276459,44,2014-12-26,2015-01-01
1276459,21,2015-01-16,2015-01-22
1377515,6,2015-02-06,2015-02-12
1365150,44,2015-02-13,2015-02-19
1393631,12,2015-02-27,2015-03-05
1286049,26,2015-02-27,2015-03-05
1367509,26,2015-03-13,2015-03-19
1378916,7,2015-03-20,2015-03-26
1397916,23,2015-03-20,2015-03-26
17247,11,2004-07-05,2004-07-11
6126,36,2004-07-05,2004-07-11
6200,9,2004-07-12,2004-07-18
6343,38,2004-07-12,2004-07-18
6138,18,2004-07-19,2004-07-25
6234,15,2004-07-26,2004-08-01
46019,42,2004-07-26,2004-08-01
6188,8,2004-08-02,2004-08-08
6138,35,2004-08-02,2004-08-08
49773,46,2004-08-23,2004-08-29
6228,12,2004-08-30,2004-09-05
50617,36,2004-08-30,2004-09-05
17247,6,2004-09-13,2004-09-19
95954,22,2004-09-20,2004-09-26
6228,31,2004-09-20,2004-09-26
56921,45,2004-09-20,2004-09-26
6200,25,2004-10-04,2004-10-10
60318,19,2004-10-11,2004-10-17
6200,25,2004-10-18,2004-10-24
63476,33,2004-10-18,2004-10-24
60318,46,2004-11-01,2004-11-07
64026,31,2004-11-08,2004-11-14
63476,47,2004-11-08,2004-11-14
66236,49,2004-11-22,2004-11-28
6303,8,2004-11-29,2004-12-05
23711,42,2004-12-13,2004-12-19
103601,27,2005-09-19,2005-09-25
139852,21,2005-09-26,2005-10-02
120550,5,2005-10-03,2005-10-09
133685,15,2005-10-10,2005-10-16
99293,9,2005-10-24,2005-10-30
145270,18,2005-10-24,2005-10-30
130657,30,2005-10-24,2005-10-30
101061,46,2005-10-31,2005-11-03
120550,17,2005-11-04,2005-11-10
142745,47,2005-11-04,2005-11-10
155433,23,2005-11-25,2005-12-01
151730,43,2005-11-25,2005-12-01
151550,12,2005-12-09,2005-12-15
440785,15,2008-05-30,2008-06-05
437062,40,2008-05-30,2008-06-05
462191,43,2008-05-30,2008-06-05
376465,39,2008-06-06,2008-06-12
440785,14,2008-06-27,2008-07-03
201406,41,2008-07-04,2008-07-10
477482,25,2008-07-11,2008-07-17
465185,24,2008-07-18,2008-07-24
472197,39,2008-08-08,2008-08-14
335448,11,2008-08-15,2008-08-21
491780,10,2008-09-12,2008-09-18
472424,11,2008-10-31,2008-11-06
522253,8,2008-11-07,2008-11-13
491780,30,2008-11-21,2008-11-27
511038,49,2008-11-21,2008-11-27
199178,32,2006-07-14,2006-07-20
220191,50,2006-07-14,2006-07-20
201406,5,2006-07-21,2006-07-27
223629,9,2006-08-04,2006-08-10
225094,1,2006-08-11,2006-08-17
209597,29,2006-08-11,2006-08-17
225094,1,2006-08-18,2006-08-24
201406,38,2006-08-18,2006-08-24
127693,49,2006-08-18,2006-08-24
223629,9,2006-08-25,2006-08-31
186910,7,2006-09-08,2006-09-14
549043,5,2009-04-24,2009-04-30
548881,42,2009-05-01,2009-05-07
569143,44,2009-05-01,2009-05-07
498667,39,2009-05-22,2009-05-28
549043,46,2009-07-17,2009-07-23
602925,15,2009-08-28,2009-09-03
549043,49,2009-09-04,2009-09-10
602925,17,2009-09-25,2009-10-01
17860,24,2009-09-25,2009-10-01
607093,44,2009-09-25,2009-10-01
601836,15,2009-10-09,2009-10-15
601836,22,2009-10-16,2009-10-22
602925,32,2009-10-23,2009-10-29
629901,6,2009-10-30,2009-11-05
626989,11,2009-11-06,2009-11-12
5994,23,2004-03-15,2004-03-21
24287,25,2004-03-22,2004-03-28
5994,35,2004-03-22,2004-03-28
14462,27,2004-03-29,2004-04-04
14462,29,2004-04-12,2004-04-18
6026,37,2004-05-03,2004-05-09
6098,39,2004-05-24,2004-05-30
201009,34,2006-09-29,2006-10-05
243740,14,2006-10-06,2006-10-12
255223,17,2006-10-20,2006-10-26
191835,23,2006-10-20,2006-10-26
246420,26,2006-11-03,2006-11-09
203338,1,2006-11-17,2006-11-23
164930,2,2006-11-17,2006-11-23
186910,32,2006-11-24,2006-11-30
203338,1,2006-12-08,2006-12-14
186910,49,2006-12-08,2006-12-14
47260,40,2006-12-15,2006-12-21
150302,26,2007-01-12,2007-01-18
201009,38,2007-01-12,2007-01-18
256434,34,2007-01-26,2007-02-01
273444,47,2007-02-02,2007-02-08
279525,1,2007-02-09,2007-02-15
284613,3,2007-03-02,2007-03-08
279003,47,2007-03-02,2007-03-08
283418,33,2007-03-16,2007-03-22
295813,44,2007-03-16,2007-03-22
283314,7,2007-03-23,2007-03-29
284613,11,2007-03-23,2007-03-29
268907,31,2007-03-30,2007-04-05
285372,16,2007-04-06,2007-04-12
6409,28,2004-12-20,2004-12-26
6424,11,2005-01-24,2005-01-30
6343,26,2005-01-24,2005-01-30
6419,1,2005-02-07,2005-02-13
6303,29,2005-02-07,2005-02-13
85785,25,2005-02-28,2005-03-06
86133,35,2005-03-07,2005-03-13
85785,40,2005-03-07,2005-03-13
6483,1,2005-03-14,2005-03-20
6475,45,2005-03-14,2005-03-20
6486,42,2005-03-28,2005-04-03
6483,2,2005-04-04,2005-04-10
6492,32,2005-04-04,2005-04-10
251198,46,2007-08-24,2007-08-30
319452,3,2007-08-31,2007-09-06
275889,22,2007-08-31,2007-09-06
319452,3,2007-09-07,2007-09-13
359193,32,2007-09-21,2007-09-27
283118,5,2007-10-12,2007-10-18
303814,40,2007-10-12,2007-10-18
331916,28,2007-10-26,2007-11-01
359193,32,2007-11-09,2007-11-15
377963,41,2007-11-09,2007-11-15
335445,2,2007-12-14,2007-12-20
359065,46,2008-01-11,2008-01-17
364439,13,2008-02-01,2008-02-07
414253,19,2008-02-01,2008-02-07
414738,38,2008-02-08,2008-02-14
319452,43,2008-02-08,2008-02-14
410122,40,2008-02-15,2008-02-21
346819,50,2008-02-15,2008-02-21
492879,18,2008-12-05,2008-12-11
491780,46,2008-12-05,2008-12-11
531037,36,2008-12-12,2008-12-18
535436,28,2009-01-02,2009-01-08
520718,18,2009-01-23,2009-01-29
516023,10,2009-01-30,2009-02-05
472424,50,2009-01-30,2009-02-05
491780,39,2009-02-27,2009-03-05
515523,7,2009-03-06,2009-03-12
491780,38,2009-03-06,2009-03-12
522777,50,2009-03-06,2009-03-12
1169,4,1984-10-22,1984-10-28
3734,7,1998-10-05,1998-10-11
14903,19,1998-10-05,1998-10-11
7267,32,1998-10-05,1998-10-11
3770,1,1998-11-02,1998-11-08
7267,44,1998-11-02,1998-11-08
10592,39,1998-11-23,1998-11-29
3814,24,1998-11-30,1998-12-06
3839,35,1998-12-28,1999-01-10
3852,17,1999-01-18,1999-01-24
3840,35,1999-02-01,1999-02-07
3826,46,1999-02-15,1999-02-21
3834,8,1999-02-22,1999-02-28
3843,34,1999-02-22,1999-02-28
3880,2,1999-04-12,1999-04-18
3881,7,1999-04-12,1999-04-18
3866,6,1999-04-19,1999-04-25
3898,18,1999-04-19,1999-04-25
615802,21,2009-11-13,2009-11-19
624628,2,2009-11-20,2009-11-26
571371,38,2009-12-04,2009-12-10
626989,28,2009-12-18,2009-12-24
624628,9,2010-01-08,2010-01-14
558907,20,2010-01-15,2010-01-21
21162,45,1999-09-13,1999-09-19
4035,6,1999-10-25,1999-10-31
4055,27,1999-10-25,1999-10-31
4039,9,1999-11-08,1999-11-14
4048,10,1999-11-08,1999-11-14
4048,5,1999-12-13,1999-12-19
4024,34,2000-01-31,2000-02-06
4144,15,2000-02-07,2000-02-13
4057,15,2000-02-14,2000-02-20
4158,37,2000-02-21,2000-02-27
302030,30,2007-04-13,2007-04-19
287267,42,2007-04-20,2007-04-26
283118,2,2007-05-04,2007-05-10
268903,23,2007-06-15,2007-06-21
309750,8,2007-06-22,2007-06-28
306811,19,2007-06-22,2007-06-28
320356,46,2007-06-22,2007-06-28
309750,14,2007-07-20,2007-07-26
664133,8,2010-02-05,2010-02-11
629901,24,2010-02-05,2010-02-11
548881,49,2010-02-05,2010-02-11
665166,3,2010-02-19,2010-02-25
660660,5,2010-02-19,2010-02-25
670603,10,2010-02-19,2010-02-25
642415,41,2010-02-26,2010-03-04
604595,26,2010-03-05,2010-03-11
670603,26,2010-03-12,2010-03-18
665166,3,2010-03-19,2010-03-25
611361,23,2010-03-19,2010-03-25
676533,36,2010-04-02,2010-04-08
683743,27,2010-04-23,2010-04-29
638552,26,2010-04-30,2010-05-06
665166,4,2010-06-04,2010-06-10
708122,44,2010-06-11,2010-06-17
708122,31,2010-06-18,2010-06-24
703899,29,2010-07-02,2010-07-08
665166,10,2010-07-09,2010-07-15
615798,33,2010-07-09,2010-07-15
711542,39,2010-07-09,2010-07-15
418352,1,2008-02-22,2008-02-28
414253,41,2008-02-22,2008-02-28
335445,6,2008-02-29,2008-03-06
319452,47,2008-02-29,2008-03-06
335445,7,2008-03-07,2008-03-13
419119,42,2008-03-07,2008-03-13
364439,36,2008-03-14,2008-03-20
438332,24,2008-03-21,2008-03-27
427380,41,2008-03-21,2008-03-27
400295,22,2008-03-28,2008-04-03
362322,35,2008-03-28,2008-04-03
400295,42,2008-04-25,2008-05-01
418856,44,2008-04-25,2008-05-01
457133,19,2008-05-02,2008-05-08
422464,35,2008-05-09,2008-05-15
3546,38,1997-12-01,1997-12-07
7092,5,1997-12-08,1997-12-14
3546,48,1997-12-15,1997-12-21
3587,12,1998-01-05,1998-01-11
7092,17,1998-01-19,1998-01-25
7088,19,1998-01-26,1998-02-01
7092,39,1998-02-16,1998-02-22
3580,46,1998-03-02,1998-03-08
3667,42,1998-03-30,1998-04-05
3641,2,1998-05-04,1998-05-10
8536,45,1998-06-01,1998-06-07
3734,49,1998-06-01,1998-06-07
7267,33,1998-06-08,1998-06-14
3926,33,1999-05-10,1999-05-16
3880,13,1999-06-14,1999-06-20
85960,43,1999-06-14,1999-06-20
3980,16,1999-08-02,1999-08-08
13006,48,1999-08-02,1999-08-08
6652,16,1992-06-29,1992-07-05
6652,18,1992-07-06,1992-07-12
53551,39,1992-07-13,1992-07-19
4184,2,2000-04-10,2000-04-16
4144,6,2000-04-17,2000-04-23
4184,2,2000-05-01,2000-05-07
73798,50,2000-05-01,2000-05-07
4272,1,2000-05-08,2000-05-14
4264,23,2000-05-08,2000-05-14
4245,34,2000-05-08,2000-05-14
4246,11,2000-05-15,2000-05-21
4245,39,2000-05-15,2000-05-21
4264,18,2000-05-22,2000-05-28
4264,11,2000-06-05,2000-06-11
2573,29,1993-04-19,1993-04-25
2620,33,1993-05-17,1993-05-23
2620,28,1993-05-24,1993-05-30
12074,34,1993-09-13,1993-09-19
721230,32,2010-07-30,2010-08-05
665166,14,2010-08-27,2010-09-02
741187,32,2010-09-03,2010-09-09
745178,6,2010-10-01,2010-10-07
638438,10,2010-10-01,2010-10-07
735070,32,2010-10-01,2010-10-07
31892,21,1990-10-22,1990-10-28
31892,44,1990-11-12,1990-11-18
31892,45,1990-11-19,1990-11-25
2227,1,1991-02-04,1991-02-10
23454,12,1991-02-04,1991-02-10
96866,28,1991-02-11,1991-02-17
10725,34,1991-02-25,1991-03-03
96866,49,1991-04-01,1991-04-07
99667,46,1991-04-08,1991-04-14
7219,13,1991-04-15,1991-04-21
18795,41,1998-06-15,1998-06-21
3641,4,1998-06-22,1998-06-28
1442782,43,1998-07-27,1998-08-02
3641,38,1998-08-31,1998-09-06
3734,4,1998-09-14,1998-09-20
3767,30,1998-09-14,1998-09-20
12728,42,1991-08-19,1991-08-25
77254,12,1991-11-18,1991-11-24
11230,23,1991-11-18,1991-11-24
2375,38,1991-11-25,1991-12-01
77254,16,1991-12-02,1991-12-08
9612,47,1991-12-02,1991-12-08
13053,48,1992-01-27,1992-02-02
2573,30,1993-01-18,1993-01-24
2580,28,1993-03-15,1993-03-21
2580,32,1993-03-22,1993-03-28
37846,42,1993-03-22,1993-03-28
1732408,44,2018-03-23,2018-03-29
1750451,28,2018-04-06,2018-04-12
1750451,45,2018-04-13,2018-04-19
1752711,21,2018-04-20,2018-04-26
1732408,50,2018-04-20,2018-04-26
1753834,38,2018-05-04,2018-05-10
1750451,43,2018-05-04,2018-05-10
1756553,1,2018-05-11,2018-05-17
1752136,36,2018-05-11,2018-05-17
1743497,45,2018-05-11,2018-05-17
1761416,11,2018-05-18,2018-05-24
1699550,40,2018-05-25,2018-05-31
1752340,48,2018-05-25,2018-05-31
1752136,12,2018-06-01,2018-06-07
1756128,28,2018-06-01,2018-06-07
1766010,5,2018-06-22,2018-06-28
1764871,9,2018-06-22,2018-06-28
1746583,8,2018-07-06,2018-07-12
1775537,19,2018-07-06,2018-07-12
1776800,1,2018-07-13,2018-07-19
1746583,11,2018-07-13,2018-07-19
